Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
78501,Demajeo Wiggins\demajeo-wiggins-1,F,2017-02-07,Bowling Green State,@,Kent State,W,1,28,7,10,.700,7,10,.700,0,0,,2,4,.500,4,4,8,2,1,0,3,2,16,13.6
78502,Marquis Wright\marquis-wright-2,G,2017-02-07,Siena,@,Iona,W,1,36,6,17,.353,4,13,.308,2,4,.500,2,2,1.000,1,2,3,9,2,0,3,4,16,11.5
78503,Keyshawn Evans\keyshawn-evans-1,G,2017-02-07,Illinois State,@,Drake,W,1,29,5,8,.625,0,1,.000,5,7,.714,1,2,.500,0,2,2,4,1,0,1,0,16,15.4
78504,Charles Cooke\charles-cooke-1,G,2017-02-07,Dayton,,Saint Joseph's,W,1,29,6,11,.545,2,3,.667,4,8,.500,0,0,,1,2,3,0,0,0,1,0,16,11.0
78505,Mario Kegler\mario-kegler-1,G,2017-02-07,Mississippi State,@,Auburn,L,1,20,5,6,.833,2,3,.667,3,3,1.000,3,3,1.000,0,4,4,2,0,0,1,5,16,13.4
78506,Ryan Weber\ryan-weber-1,F,2017-02-07,Ball State,@,Akron,L,1,25,4,7,.571,0,0,,4,7,.571,4,6,.667,0,1,1,2,0,1,2,1,16,11.9
78507,Donovan Mitchell\donovan-mitchell-1,G,2017-02-06,Louisville,@,Virginia,L,1,38,6,17,.353,6,12,.500,0,5,.000,4,4,1.000,1,3,4,3,4,0,2,1,16,11.8
78508,Lucas Woodhouse\lucas-woodhouse-1,G,2017-02-06,Stony Brook,,Massachusetts-Lowell,W,1,35,5,10,.500,1,3,.333,4,7,.571,2,3,.667,0,2,2,9,0,0,2,1,16,15.1
78509,Trelun Banks\trelun-banks-1,G,2017-02-06,Southern,,Jackson State,W,1,37,3,8,.375,2,3,.667,1,5,.200,9,10,.900,2,6,8,6,1,0,2,0,16,17.6
78510,Kamau Stokes\kamau-stokes-1,G,2017-02-06,Kansas State,,Kansas,L,1,37,5,19,.263,0,5,.000,5,14,.357,1,2,.500,3,5,8,2,1,0,4,0,16,6.3
78511,Nick Coppola\nick-coppola-1,G,2017-02-06,Louisiana-Monroe,@,Georgia State,L,1,40,6,12,.500,2,3,.667,4,9,.444,0,0,,1,5,6,4,0,0,2,3,16,11.8
78512,Derrick Dandridge\derrick-dandridge-1,F,2017-02-06,Florida A&M,,Delaware State,L,1,27,6,10,.600,6,10,.600,0,0,,4,6,.667,3,3,6,0,0,0,0,2,16,12.8
78513,James Miller\james-miller-2,G,2017-02-06,Howard,@,Bethune-Cookman,L,1,35,5,16,.313,4,9,.444,1,7,.143,5,7,.714,3,0,3,3,2,0,4,2,16,7.4
78514,Remond Brown\remond-brown-1,G,2017-02-06,Grambling,@,Alcorn State,L,1,39,5,13,.385,3,8,.375,2,5,.400,4,4,1.000,1,1,2,4,0,1,6,1,16,7.0
78515,Quinterian McConico\quinterian-mcconico-1,C,2017-02-06,Alabama A&M,,Arkansas-Pine Bluff,L,1,28,6,9,.667,6,9,.667,0,0,,4,6,.667,0,1,1,2,0,1,1,2,16,11.9
78516,Justin Jackson\justin-jackson-4,F,2017-02-05,North Carolina,,Notre Dame,W,1,37,6,15,.400,4,8,.500,2,7,.286,2,4,.500,1,3,4,3,0,0,1,2,16,9.0
78517,Jack McVeigh\jack-mcveigh-1,F,2017-02-05,Nebraska,@,Iowa,L,1,34,7,13,.538,5,7,.714,2,6,.333,0,0,,1,1,2,2,0,1,0,1,16,12.4
78518,Martez Harrison\martez-harrison-1,G,2016-11-20,Missouri-Kansas City,,Murray State,W,1,28,4,10,.400,4,9,.444,0,1,.000,8,9,.889,0,4,4,4,3,0,1,3,16,15.0
78519,Grant Mullins\grant-mullins-1,G,2017-02-05,University of California,,Colorado,W,1,36,3,14,.214,1,5,.200,2,9,.222,8,8,1.000,1,3,4,3,2,0,1,1,16,11.7
78520,Markis McDuffie\markis-mcduffie-1,F,2017-02-04,Wichita State,,Illinois State,W,1,20,5,7,.714,4,4,1.000,1,3,.333,5,6,.833,2,3,5,1,3,0,1,2,16,16.9
78521,Tre'Shawn Thurman\treshawn-thurman-1,F,2017-02-04,Nebraska-Omaha,@,Western Illinois,W,1,34,6,10,.600,6,9,.667,0,1,.000,4,7,.571,1,5,6,2,1,0,3,3,16,10.6
78522,Mitchell Wilbekin\mitchell-wilbekin-1,G,2017-02-04,Wake Forest,,Georgia Tech,W,0,32,4,9,.444,0,1,.000,4,8,.500,4,4,1.000,1,4,5,5,2,0,1,1,16,17.3
78523,Semi Ojeleye\semi-ojeleye-1,F,2017-02-04,Southern Methodist,@,Tulsa,W,1,37,5,12,.417,3,6,.500,2,6,.333,4,6,.667,1,5,6,1,2,0,2,1,16,11.3
78524,Don MuepoKelly\dj-muepo-1,F,2017-02-04,South Alabama,@,Troy,W,1,28,7,10,.700,7,10,.700,0,0,,2,6,.333,2,3,5,1,1,1,1,2,16,13.1
78525,Eddie Keith\eddie-keith-1,F,2017-02-04,Towson,,William & Mary,W,0,24,5,7,.714,2,3,.667,3,4,.750,3,6,.500,3,3,6,1,0,0,0,2,16,14.8
78526,Kameron McGusty\kameron-mcgusty-1,G,2017-02-04,Oklahoma,@,Texas Tech,L,1,30,5,13,.385,1,6,.167,4,7,.571,2,2,1.000,0,3,3,1,0,0,2,3,16,7.3
78527,Josh Okogie\josh-okogie-1,G,2016-11-22,Georgia Tech,,Sam Houston State,W,1,26,5,10,.500,4,8,.500,1,2,.500,5,7,.714,0,3,3,1,0,1,1,4,16,9.9
78528,Sheriff Drammeh\sheriff-drammeh-1,G,2016-11-22,Hawaii,,Hawaii-Hilo,W,1,26,4,6,.667,1,2,.500,3,4,.750,5,5,1.000,0,1,1,4,0,0,2,1,16,14.1
78529,Justin Wright-Foreman\justin-wright-foreman-1,G,2016-11-22,Hofstra,,Vermont,L,0,21,5,13,.385,5,9,.556,0,4,.000,6,7,.857,2,1,3,1,1,0,0,0,16,11.9
