Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
456801,Lennard Freeman\lennard-freeman-1,F,2015-02-21,North Carolina State,,Virginia Tech,W,1,24,2,3,.667,2,3,.667,0,0,,0,2,.000,2,2,4,0,0,0,0,0,4,3.9
456802,Devin Wilson\devin-wilson-2,G,2015-02-21,Virginia Tech,@,North Carolina State,L,1,37,1,8,.125,1,5,.200,0,3,.000,2,4,.500,0,3,3,3,1,0,1,3,4,-0.2
456803,BeeJay Anya\beejay-anya-1,F,2015-02-21,North Carolina State,,Virginia Tech,W,0,20,0,0,,0,0,,0,0,,4,4,1.000,1,6,7,0,1,3,0,0,4,9.6
456804,Donte Pretlow\donte-pretlow-1,G,2015-02-21,Morgan State,@,North Carolina Central,L,1,12,2,8,.250,2,7,.286,0,1,.000,0,0,,0,0,0,3,0,0,1,0,4,0.3
456805,Marcus Neely\marcus-neely-1,G,2015-02-21,North Carolina-Asheville,,Radford,L,0,13,2,3,.667,2,3,.667,0,0,,0,0,,1,0,1,0,0,1,0,1,4,3.7
456806,Cameron Jones\cameron-jones-2,G,2015-02-21,Radford,@,North Carolina-Asheville,W,0,22,2,6,.333,2,4,.500,0,2,.000,0,2,.000,1,1,2,2,0,0,1,3,4,0.0
456807,Sabri Thompson\sabri-thompson-1,G,2015-02-21,Northwestern State,@,New Orleans,W,0,23,2,5,.400,2,3,.667,0,2,.000,0,0,,2,2,4,2,1,1,1,3,4,4.2
456808,Chris Horton\chris-horton-1,C,2015-02-21,Austin Peay,@,Murray State,L,1,30,2,8,.250,2,8,.250,0,0,,0,2,.000,4,6,10,2,0,2,3,1,4,2.4
456809,Assane Diop\assane-diop-1,F,2015-02-21,Austin Peay,@,Murray State,L,0,17,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,1,1,1,0,2,0,2,4,4.3
456810,Evann Hall\evann-hall-1,G,2015-02-21,Idaho State,@,Montana State,L,0,20,2,6,.333,2,6,.333,0,0,,0,0,,1,5,6,1,2,0,1,1,4,4.1
456811,Danny Robison\danny-robison-1,F,2015-02-21,Montana State,,Idaho State,W,0,35,1,8,.125,1,6,.167,0,2,.000,2,2,1.000,1,2,3,0,0,0,0,1,4,-0.3
456812,James Hajek\james-hajek-1,C,2015-02-21,Weber State,@,Montana,L,1,26,2,2,1.000,2,2,1.000,0,0,,0,0,,2,5,7,1,1,0,0,3,4,6.8
456813,Trivante Bloodman\trivante-bloodman-1,G,2015-02-21,Mississippi State,,Arkansas,L,1,39,2,6,.333,2,6,.333,0,0,,0,0,,1,3,4,1,1,0,4,2,4,-0.9
456814,Moses Kingsley\moses-kingsley-1,C,2015-02-21,Arkansas,@,Mississippi State,W,0,12,1,4,.250,1,4,.250,0,0,,2,5,.400,3,3,6,0,0,5,0,0,4,6.9
456815,Fred Thomas\fred-thomas-1,G,2015-02-21,Mississippi State,,Arkansas,L,0,17,1,6,.167,0,3,.000,1,3,.333,1,2,.500,2,0,2,0,0,0,1,1,4,-0.2
456816,Willie Carmichael\willie-carmichael-1,F,2015-02-21,Tennessee,@,Mississippi,L,1,19,2,2,1.000,2,2,1.000,0,0,,0,0,,0,2,2,1,0,0,2,1,4,2.3
456817,Anthony Perez\anthony-perez-1,F,2015-02-21,Mississippi,,Tennessee,W,0,16,1,4,.250,0,0,,1,4,.250,1,2,.500,0,2,2,0,0,1,1,1,4,1.1
456818,Mark Cornelius\mark-cornelius-1,G,2015-02-21,Massachusetts-Lowell,,New Hampshire,L,0,14,1,1,1.000,0,0,,1,1,1.000,1,2,.500,0,0,0,1,0,0,1,1,4,2.6
456819,Iba Camara\iba-camara-1,F,2015-02-21,New Hampshire,@,Massachusetts-Lowell,W,0,8,2,4,.500,2,4,.500,0,0,,0,0,,1,2,3,0,0,0,3,5,4,-1.7
456820,Shaun Lawton\shaun-lawton-1,G,2015-02-21,Maine,@,Maryland-Baltimore County,L,0,28,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,0,4,4,3,1,0,2,2,4,2.4
456821,Nate Kratch\nate-kratch-1,F,2015-02-21,Santa Clara,@,Loyola Marymount,W,1,17,2,2,1.000,2,2,1.000,0,0,,0,1,.000,0,0,0,0,2,0,1,5,4,2.0
456822,Martin Hermannsson\martin-hermannsson-1,G,2015-02-21,Long Island University,,Wagner,L,1,31,1,4,.250,0,3,.000,1,1,1.000,1,2,.500,1,3,4,1,1,0,3,1,4,1.1
456823,Gerrell Martin\gerrell-martin-1,G,2015-02-21,Long Island University,,Wagner,L,1,15,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,1,4,1.5
456824,Corey Henson\corey-henson-1,G,2015-02-21,Wagner,@,Long Island University,W,1,27,1,7,.143,1,4,.250,0,3,.000,2,2,1.000,2,2,4,4,1,0,1,3,4,3.1
456825,Jordon Granger\jordon-granger-1,F,2015-02-21,Auburn,@,Kentucky,L,1,29,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,2,0,1,3,4,3.2
456826,Kris Jenkins\kris-jenkins-1,F,2013-11-13,Villanova,,Mount St. Mary's,W,0,16,2,3,.667,2,3,.667,0,0,,0,0,,2,0,2,0,1,1,1,4,4,3.2
456827,Jamal Dantzler\jamal-dantzler-1,G,2013-11-13,Texas-Rio Grande Valley,,Huston-Tillotson,W,0,16,1,2,.500,1,2,.500,0,0,,2,2,1.000,2,3,5,6,1,1,1,1,4,9.8
456828,Hurley Johnson\hurley-johnson-1,G,2013-11-13,Texas-Rio Grande Valley,,Huston-Tillotson,W,0,15,2,6,.333,2,2,1.000,0,4,.000,0,1,.000,0,0,0,0,0,0,0,0,4,0.2
456829,Anthony Mayo\anthony-mayo-1,F,2013-11-13,Stony Brook,,Northeastern,W,0,14,1,3,.333,1,3,.333,0,0,,2,2,1.000,0,3,3,1,0,1,1,4,4,2.0
456830,Gene Teague\gene-teague-1,C,2013-11-13,Seton Hall,,Kent State,W,1,27,0,2,.000,0,2,.000,0,0,,4,6,.667,3,6,9,0,0,2,2,4,4,3.5
456831,Jaren Sina\jaren-sina-1,G,2013-11-13,Seton Hall,,Kent State,W,0,18,1,2,.500,0,0,,1,2,.500,1,3,.333,0,1,1,2,0,0,2,1,4,1.5
456832,Steve McClellan\steven-mcclellan-1,F,2013-11-13,Cal State Fullerton,@,Seattle,L,1,22,2,2,1.000,2,2,1.000,0,0,,0,0,,2,0,2,0,0,0,0,3,4,3.6
456833,Shore Adenekan\shore-adenekan-1,F,2013-11-13,Seattle,,Cal State Fullerton,W,1,21,1,2,.500,1,2,.500,0,0,,2,4,.500,0,4,4,0,0,0,2,3,4,0.2
456834,Jack Crook\jack-crook-1,C,2013-11-13,Seattle,,Cal State Fullerton,W,0,23,2,3,.667,2,3,.667,0,0,,0,0,,2,2,4,2,0,0,0,1,4,5.7
456835,Joe Boyd\joe-boyd-1,F,2013-11-13,Cal State Fullerton,@,Seattle,L,0,18,1,3,.333,1,3,.333,0,0,,2,2,1.000,1,4,5,0,0,0,1,2,4,2.4
456836,Anton Grady\anton-gandy-1,F,2013-11-13,Cleveland State,@,San Francisco,L,1,28,1,4,.250,1,4,.250,0,0,,2,2,1.000,2,2,4,0,0,3,2,4,4,2.1
456837,Isaiah Morton\isaiah-morton-1,G,2013-11-13,Marist,@,Saint Joseph's,L,1,30,1,10,.100,0,2,.000,1,8,.125,1,2,.500,0,1,1,3,1,0,1,2,4,-1.4
456838,Jay Simpson\jay-simpson-1,F,2013-11-13,Purdue,,Central Connecticut State,W,0,11,2,5,.400,2,5,.400,0,0,,0,0,,2,3,5,2,0,1,0,1,4,5.3
456839,Lamont Prosser\lamont-prosser-1,C,2013-11-13,Portland State,,Pacific Lutheran,W,0,6,1,1,1.000,1,1,1.000,0,0,,2,4,.500,1,1,2,0,0,0,0,1,4,3.5
456840,Ryan Hill\ryan-hill-1,G,2013-11-13,Bucknell,@,Penn State,W,0,9,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,0,0,1,0,0,1,2,4,2.6
456841,Geno Thorpe\geno-thorpe-1,G,2013-11-13,Penn State,,Bucknell,L,0,12,2,3,.667,2,2,1.000,0,1,.000,0,2,.000,1,0,1,0,0,0,0,1,4,2.2
456842,Donovon Jack\donovon-jack-1,F,2013-11-13,Penn State,,Bucknell,L,1,16,1,3,.333,1,3,.333,0,0,,2,2,1.000,1,1,2,0,0,1,0,3,4,2.8
456843,Jarmal Reid\jarmal-reid-1,F,2013-11-13,Oregon State,,Portland,W,0,10,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,1,1,1,0,0,4,6.1
456844,Tyler Stone\tyler-stone-2,F,2013-11-13,Howard,@,Old Dominion,L,0,23,1,3,.333,1,3,.333,0,0,,2,3,.667,1,6,7,0,0,2,1,2,4,4.0
456845,Joe Ebondo\joe-ebondo-1,F,2013-11-13,Old Dominion,,Howard,W,0,17,2,3,.667,2,3,.667,0,0,,0,0,,1,4,5,0,0,0,1,5,4,1.6
456846,Mike Scott\mike-scott-7,G,2013-11-13,Idaho,@,Oklahoma,L,0,19,2,7,.286,2,5,.400,0,2,.000,0,0,,0,1,1,1,0,0,1,1,4,-0.5
456847,Jamal Webb\jamal-webb-2,G,2013-11-13,North Dakota,,Minnesota-Morris,W,1,18,1,2,.500,1,1,1.000,0,1,.000,2,4,.500,1,2,3,4,3,2,1,3,4,8.5
456848,Ryan Salmonson\ryan-salmonson-1,C,2013-11-13,North Dakota,,Minnesota-Morris,W,1,16,2,6,.333,2,6,.333,0,0,,0,0,,2,2,4,1,0,0,0,3,4,2.1
456849,Riley Maye\riley-maye-1,F,2013-11-13,Norfolk State,,Newberry,W,1,14,2,5,.400,2,5,.400,0,0,,0,0,,2,1,3,0,0,1,2,3,4,0.5
456850,LaTre'e Russell\latree-russell-1,F,2013-11-13,Norfolk State,,Newberry,W,0,5,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,4,4,2.1
456851,Joe Thomas\joe-thomas-1,F,2013-11-13,Niagara,,Buffalo,W,0,13,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,0,1,0,0,5,4,3.4
456852,Michael Brown\michael-brown-1,G,2013-11-13,Navy,,Goucher,W,0,10,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,0,2,2,1,0,0,0,0,4,2.2
