Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
203501,Drew Gordon\drew-gordon-1,F,2010-12-19,New Mexico,,Citadel,W,0,20,3,7,.429,3,7,.429,0,0,,5,6,.833,2,1,3,0,1,1,1,3,11,8.1
203502,Kevin Parrom\kevin-parrom-1,G,2010-12-19,Arizona,@,North Carolina State,W,0,20,2,4,.500,0,0,,2,4,.500,5,6,.833,0,1,1,0,0,0,0,2,11,8.1
203503,Dave Coley\dave-coley-1,G,2010-12-19,Stony Brook,@,Notre Dame,L,0,24,5,13,.385,4,11,.364,1,2,.500,0,0,,0,4,4,0,0,0,1,1,11,3.7
203504,Dane Smith\dane-smith-1,G,2010-12-19,Tennessee-Martin,,William Woods,W,1,26,4,6,.667,4,6,.667,0,0,,3,4,.750,2,1,3,1,2,0,0,0,11,12.4
203505,Stephawn Brown\stephawn-brown-1,G,2010-12-20,Alabama State,,Belmont,L,0,23,3,3,1.000,2,2,1.000,1,1,1.000,4,4,1.000,1,2,3,0,0,0,1,1,11,10.0
203506,Dexter Moore\dexter-moore-1,G,2010-12-20,Coastal Carolina,,Thomas More,W,0,21,3,6,.500,0,0,,3,6,.500,2,2,1.000,0,2,2,3,0,0,0,1,11,10.3
203507,Mike Holmes\mike-holmes-1,F,2010-12-20,Coastal Carolina,,Thomas More,W,1,18,5,8,.625,5,8,.625,0,0,,1,2,.500,4,6,10,2,0,3,1,3,11,12.9
203508,Chris Kaba\chris-kaba-1,F,2010-12-20,Northern Colorado,@,Colorado State,L,1,31,4,9,.444,3,6,.500,1,3,.333,2,2,1.000,3,1,4,3,0,1,5,3,11,5.3
203509,Dorian Green\dorian-green-1,G,2010-12-20,Colorado State,,Northern Colorado,W,1,24,3,5,.600,1,2,.500,2,3,.667,3,4,.750,0,4,4,3,0,0,1,2,11,9.8
203510,Roger Dugas\roger-dugas-1,F,2010-12-20,Elon,@,Duke,L,1,22,3,7,.429,1,2,.500,2,5,.400,3,3,1.000,0,3,3,0,0,0,1,3,11,6.0
203511,Jamal Webb\jamal-webb-2,G,2010-12-20,North Dakota,@,Green Bay,L,1,32,3,9,.333,2,7,.286,1,2,.500,4,4,1.000,1,5,6,9,2,0,2,3,11,13.2
203512,Jarvis Williams\jarvis-williams-2,F,2010-12-20,Green Bay,,North Dakota,W,1,25,4,5,.800,4,5,.800,0,0,,3,6,.500,0,2,2,0,1,0,1,4,11,6.9
203513,Justin Reynolds\justin-reynolds-1,F,2010-12-20,Texas A&M-Corpus Christi,@,Memphis,L,1,23,5,10,.500,4,7,.571,1,3,.333,0,0,,0,7,7,0,1,3,2,4,11,7.6
203514,Terence Jones\terence-jones-1,G,2010-12-20,Texas A&M-Corpus Christi,@,Memphis,L,1,37,4,10,.400,1,4,.250,3,6,.500,0,1,.000,0,2,2,6,0,0,0,4,11,8.4
203515,Julian Norfleet\julian-norfleet-1,G,2010-12-20,Mount St. Mary's,,American,L,1,35,3,8,.375,0,0,,3,8,.375,2,2,1.000,0,3,3,2,2,0,2,1,11,8.5
203516,Kevin Panzer\kevin-panzer-1,F,2010-12-20,Nevada,,Portland State,W,1,21,5,8,.625,4,6,.667,1,2,.500,0,0,,3,2,5,2,0,0,0,3,11,10.3
203517,Jackie Carmichael\jackie-carmichael-1,F,2010-12-20,Illinois State,@,North Carolina-Wilmington,W,1,35,4,8,.500,4,8,.500,0,0,,3,4,.750,1,5,6,0,0,3,2,3,11,7.7
