Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
369201,Hassan Hussein\hassan-hussein-1,F,2017-03-04,Florida International,@,Alabama-Birmingham,W,0,15,3,6,.500,3,4,.750,0,2,.000,0,0,,2,1,3,0,0,0,1,0,6,3.7
369202,Hayden Graham\hayden-graham-1,F,2017-03-04,Air Force,,Boise State,L,1,25,2,6,.333,1,2,.500,1,4,.250,1,4,.250,1,4,5,2,1,0,1,1,6,4.3
369203,Frank Toohey\frank-toohey-1,C,2017-03-04,Air Force,,Boise State,L,1,17,3,4,.750,3,4,.750,0,0,,0,0,,0,0,0,0,2,0,2,2,6,3.6
369204,Caleb Morris\caleb-morris-1,G,2017-03-04,Air Force,,Boise State,L,0,8,1,2,.500,1,1,1.000,0,1,.000,4,5,.800,0,0,0,1,1,1,0,0,6,7.0
369205,Wil Bathurst\wil-bathurst-1,G,2017-03-03,Cornell,@,Yale,L,1,23,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,0,4,4,1,4,0,3,3,6,5.0
369206,Stone Gettings\stone-gettings-1,F,2017-03-03,Cornell,@,Yale,L,1,32,1,5,.200,1,3,.333,0,2,.000,4,6,.667,1,4,5,3,0,1,3,1,6,3.4
369207,Eric Monroe\eric-monroe-1,G,2017-03-03,Yale,,Cornell,W,0,10,2,2,1.000,0,0,,2,2,1.000,0,0,,0,0,0,1,1,0,0,1,6,6.7
369208,Tyrell Nelson\tyrell-nelson-1,C,2017-03-03,Gardner-Webb,@,Winthrop,L,1,24,2,7,.286,2,7,.286,0,0,,2,5,.400,1,7,8,1,1,2,3,5,6,1.6
369209,Anders Broman\anders-broman-1,G,2017-03-03,Winthrop,,Gardner-Webb,W,0,21,2,6,.333,0,2,.000,2,4,.500,0,0,,0,1,1,1,1,0,0,0,6,4.6
369210,Zach Brown\zach-brown-2,F,2017-03-03,Wichita State,,Bradley,W,1,18,1,3,.333,1,3,.333,0,0,,4,5,.800,0,2,2,0,0,1,2,4,6,1.6
369211,Donte Thomas\donte-thomas-1,F,2017-03-03,Bradley,,Wichita State,L,1,16,2,3,.667,2,2,1.000,0,1,.000,2,4,.500,0,2,2,1,0,0,3,4,6,0.6
369212,Drake LaMont\drake-lamont-1,C,2017-03-03,Western Michigan,,Central Michigan,W,0,23,3,5,.600,3,5,.600,0,0,,0,0,,3,2,5,1,0,1,2,0,6,5.8
369213,David DiLeo\david-dileo-1,F,2017-03-03,Central Michigan,@,Western Michigan,L,0,26,2,5,.400,0,1,.000,2,4,.500,0,0,,0,8,8,0,0,1,1,5,6,3.4
369214,Bryce Moore\bryce-moore-1,G,2017-03-03,Western Michigan,,Central Michigan,W,1,32,2,3,.667,1,1,1.000,1,2,.500,1,2,.500,0,3,3,2,2,1,1,2,6,7.5
369215,Warren Sledge\warren-sledge-1,G,2017-03-03,Citadel,,Western Carolina,W,1,30,2,5,.400,2,3,.667,0,2,.000,2,2,1.000,0,1,1,2,1,0,2,4,6,2.4
369216,Jalen Dupree\jalen-dupree-1,F,2017-03-03,Murray State,,Tennessee-Martin,L,1,27,3,6,.500,3,6,.500,0,0,,0,2,.000,3,4,7,0,0,1,3,3,6,2.0
369217,Leo Vincent\leo-vincent-1,G,2017-03-03,Southern Illinois,,Loyola (IL),W,0,20,2,5,.400,0,0,,2,5,.400,0,0,,1,3,4,2,1,0,1,0,6,6.3
369218,Armon Fletcher\armon-fletcher-1,G,2017-03-03,Southern Illinois,,Loyola (IL),W,1,26,2,6,.333,1,2,.500,1,4,.250,1,2,.500,0,5,5,2,1,2,1,1,6,6.1
369219,Triston Chambers\triston-chambers-1,G,2017-03-03,Samford,,Virginia Military Institute,W,1,24,2,7,.286,0,0,,2,7,.286,0,0,,1,3,4,1,0,0,3,1,6,0.8
369220,Justin Hopkins\justin-hopkins-1,G,2017-03-03,Samford,,Virginia Military Institute,W,0,16,2,4,.500,2,4,.500,0,0,,2,2,1.000,1,3,4,2,0,0,1,1,6,5.6
369221,Alex Peters\alex-peters-1,F,2017-03-03,Samford,,Virginia Military Institute,W,0,17,3,3,1.000,3,3,1.000,0,0,,0,0,,1,1,2,1,0,0,1,2,6,5.0
369222,Samuel Idowu\samuel-idowu-1,F,2017-03-03,Saint Peter's,,Canisius,W,0,8,3,4,.750,3,3,1.000,0,1,.000,0,2,.000,2,2,4,1,0,1,0,0,6,7.0
369223,Phil Valenti\phil-valenti-1,F,2017-03-03,Canisius,,Saint Peter's,L,1,16,2,3,.667,2,3,.667,0,0,,2,3,.667,0,2,2,2,0,0,1,4,6,3.7
