Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
170201,Rawle Alkins\rawle-alkins-1,G,2017-01-26,Arizona,,Washington State,W,1,24,4,7,.571,2,3,.667,2,4,.500,2,2,1.000,0,2,2,0,1,0,1,2,12,8.5
170202,Jared Savage\jared-savag-1,G,2017-01-26,Austin Peay,,Tennessee-Martin,L,0,26,4,7,.571,0,0,,4,7,.571,0,0,,0,3,3,0,2,0,0,2,12,10.8
170203,Kahari Beaufort\kahari-beaufort-1,G,2017-01-26,Tennessee-Martin,@,Austin Peay,W,0,23,5,10,.500,4,5,.800,1,5,.200,1,1,1.000,0,1,1,0,0,0,2,4,12,3.7
170204,Ridge Shipley\ridge-shipley-1,G,2017-01-26,Cal Poly,@,UC-Irvine,W,1,30,5,9,.556,3,6,.500,2,3,.667,0,0,,0,1,1,3,1,0,0,2,12,10.3
170205,Elmo Stephen\elmo-stephen-1,F,2017-01-26,Florida International,,Florida Atlantic,L,1,36,5,10,.500,4,6,.667,1,4,.250,1,1,1.000,0,2,2,3,1,0,1,2,12,8.9
170206,Jaquori McLaughlin\jaquori-mclaughlin-1,G,2017-01-26,Oregon State,@,Colorado,L,1,34,3,7,.429,0,4,.000,3,3,1.000,3,4,.750,0,0,0,4,1,0,1,2,12,9.9
170207,Kyle Washington\kyle-washington-2,F,2017-01-26,Cincinnati,,Xavier,W,1,28,4,8,.500,4,8,.500,0,0,,4,14,.286,3,5,8,1,0,4,2,3,12,7.9
170208,Temple Gibbs\temple-gibbs-1,G,2016-12-04,Notre Dame,,North Carolina A&T,W,0,20,4,7,.571,0,1,.000,4,6,.667,0,0,,1,3,4,7,1,0,1,2,12,14.4
170209,Omar Sherman\omar-sherman-1,F,2017-01-26,Louisiana Tech,@,Alabama-Birmingham,L,1,22,5,8,.625,4,5,.800,1,3,.333,1,1,1.000,1,3,4,2,1,2,3,4,12,9.2
170210,Zion Morgan\zion-morgan-1,G,2017-01-25,Nevada-Las Vegas,@,Wyoming,L,0,24,4,8,.500,2,3,.667,2,5,.400,2,3,.667,4,2,6,0,0,0,1,1,12,9.6
170211,UC Iroegbu\uc-iroegbu-1,G,2017-01-25,Stony Brook,,Maryland-Baltimore County,W,0,23,3,6,.500,3,3,1.000,0,3,.000,6,8,.750,0,5,5,0,1,0,0,4,12,9.1
170212,Christian Mekowulu\christian-mekowulu-1,F,2017-01-25,Tennessee State,@,Southern Illinois-Edwardsville,W,1,26,5,9,.556,5,9,.556,0,0,,2,3,.667,1,4,5,1,0,2,1,4,12,8.7
170213,Vance Jackson\vance-jackson-1,F,2017-01-25,Connecticut,@,South Florida,W,1,31,3,6,.500,1,2,.500,2,4,.500,4,4,1.000,0,4,4,3,0,0,2,1,12,9.9
170214,Tulio Da Silva\tulio-dasilva-1,F,2017-01-25,South Florida,,Connecticut,L,1,35,5,9,.556,5,9,.556,0,0,,2,3,.667,1,4,5,2,1,0,3,2,12,7.8
170215,Kentan Facey\kentan-facey-1,F,2017-01-25,Connecticut,@,South Florida,W,1,33,4,12,.333,4,12,.333,0,0,,4,6,.667,3,2,5,1,0,1,4,1,12,4.1
170216,Brandon Gilbeck\brandon-gilbeck-1,C,2017-01-25,Western Illinois,@,South Dakota,L,1,29,6,6,1.000,6,6,1.000,0,0,,0,0,,3,4,7,1,0,4,2,3,12,13.8
170217,Khadeen Carrington\khadeen-carrington-1,G,2017-01-25,Seton Hall,,Butler,L,1,33,4,17,.235,4,10,.400,0,7,.000,4,4,1.000,1,2,3,0,0,0,1,5,12,0.0
170218,Kamar Baldwin\kamar-baldwin-1,G,2017-01-25,Butler,@,Seton Hall,W,1,29,4,8,.500,2,5,.400,2,3,.667,2,4,.500,0,3,3,1,1,0,3,2,12,6.0
170219,Desi Rodriguez\desi-rodriguez-1,F,2017-01-25,Seton Hall,,Butler,L,1,33,5,17,.294,4,12,.333,1,5,.200,1,1,1.000,1,2,3,1,1,1,3,4,12,1.2
170220,Angel Delgado\angel-delgado-1,F,2017-01-25,Seton Hall,,Butler,L,1,35,3,8,.375,3,8,.375,0,0,,6,13,.462,7,15,22,3,0,0,4,3,12,11.1
170221,Tevin Glass\tevin-glass-1,F,2017-01-25,East Tennessee State,@,Samford,W,1,30,3,8,.375,3,8,.375,0,0,,6,8,.750,0,5,5,0,0,2,2,2,12,6.9
170222,Chad Rykhoek\chad-rykhoek-1,F,2016-12-13,Memphis,,Monmouth,L,1,18,5,7,.714,5,7,.714,0,0,,2,4,.500,2,1,3,1,0,4,1,1,12,12.1
170223,Markel Crawford\markel-crawford-1,G,2016-12-13,Memphis,,Monmouth,L,1,38,3,10,.300,2,6,.333,1,4,.250,5,6,.833,1,3,4,2,2,0,1,3,12,8.6
170224,Derreck Brooks\derreck-brooks-1,G,2016-12-13,Central Arkansas,@,Michigan,L,1,33,6,14,.429,6,10,.600,0,4,.000,0,0,,2,7,9,1,0,0,3,2,12,5.0
