Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
485701,Nigel Carter\nigel-carter-1,G,2010-12-22,University of California,,Kansas,L,0,16,1,8,.125,1,7,.143,0,1,.000,1,3,.333,2,1,3,0,0,0,0,1,3,-1.7
485702,Darryl Felder\darryl-felder-1,G,2010-12-22,North Carolina-Wilmington,@,Campbell,L,0,6,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,1,0,0,1,1,3,2.0
485703,Tanner Milson\tanner-milson-1,G,2010-12-22,North Carolina-Wilmington,@,Campbell,L,1,28,1,4,.250,0,1,.000,1,3,.333,0,0,,2,5,7,5,0,0,4,1,3,2.6
485704,Dane DiLiegro\dane-diliegro-1,C,2010-12-22,New Hampshire,@,Central Connecticut State,L,1,14,1,2,.500,1,2,.500,0,0,,1,2,.500,0,2,2,0,0,0,2,0,3,0.2
485705,Terrell Allen\terrell-allen-1,F,2010-12-22,Central Connecticut State,,New Hampshire,W,0,14,1,2,.500,1,2,.500,0,0,,1,2,.500,1,2,3,2,0,0,1,0,3,3.3
485706,Shaun Noriega\shaun-noriega-1,G,2010-12-22,South Florida,@,Cleveland State,L,0,8,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,2,2,3,-1.5
485707,Tim Kamczyc\tim-kamczyc-1,F,2010-12-22,Cleveland State,,South Florida,W,1,19,1,3,.333,0,0,,1,3,.333,0,0,,0,2,2,1,1,0,1,3,3,1.4
485708,Ralph Watts\ralph-watts-1,G,2010-12-22,Albany (NY),@,Colgate,W,0,14,1,2,.500,1,2,.500,0,0,,1,2,.500,0,1,1,1,0,0,1,5,3,-0.4
485709,Bryan Narcisse\bryan-narcisse-1,F,2010-12-22,Clemson,@,College of Charleston,W,0,9,1,3,.333,0,1,.000,1,2,.500,0,0,,1,0,1,0,0,0,1,0,3,1.0
485710,Zavier Anderson\zavier-anderson-1,G,2010-12-22,Clemson,@,College of Charleston,W,1,7,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,1,1,0,1,2,3,1.9
485711,Enosch Wolf\enosch-wolf-1,C,2010-12-22,Connecticut,,Harvard,W,0,13,1,1,1.000,1,1,1.000,0,0,,1,2,.500,2,2,4,0,0,0,2,2,3,1.5
485712,Ethan Wragge\ethan-wragge-1,F,2010-12-22,Creighton,,Samford,W,0,15,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,1,0,0,2,4,3,-1.6
485713,Jahenns Manigat\jahenns-manigat-1,G,2010-12-22,Creighton,,Samford,W,0,12,1,3,.333,0,0,,1,3,.333,0,0,,1,1,2,1,0,0,0,1,3,2.6
485714,John Peterson\john-peterson-1,F,2010-12-22,Samford,@,Creighton,L,0,13,1,4,.250,0,2,.000,1,2,.500,0,0,,0,0,0,0,0,0,1,0,3,-0.4
485715,Josh Davis\josh-davis-3,G,2010-12-22,Samford,@,Creighton,L,1,35,1,5,.200,0,0,,1,5,.200,0,0,,0,2,2,2,2,0,2,0,3,1.9
485716,Kaleb Korver\kaleb-korver-1,G,2010-12-22,Creighton,,Samford,W,1,26,1,3,.333,0,0,,1,3,.333,0,0,,1,3,4,3,0,0,1,0,3,4.0
485717,Brandon Young\brandon-young-1,G,2010-12-22,DePaul,,Florida Atlantic,W,1,29,1,4,.250,0,1,.000,1,3,.333,0,0,,0,5,5,7,0,0,1,1,3,5.6
485718,Michael Bizoukas\michael-bizoukas-1,G,2010-12-22,DePaul,,Florida Atlantic,W,0,21,1,2,.500,0,0,,1,2,.500,0,0,,0,1,1,2,0,0,0,0,3,3.7
485719,Shavar Richardson\shavar-richardson-1,G,2010-12-22,Florida Atlantic,@,DePaul,L,0,11,1,6,.167,0,3,.000,1,3,.333,0,0,,1,1,2,0,0,0,1,0,3,-0.8
485720,B.J. Monteiro\bj-monteiro-1,G,2010-12-22,Duquesne,,George Mason,L,1,34,1,5,.200,0,1,.000,1,4,.250,0,3,.000,1,1,2,4,0,4,1,2,3,3.5
485721,Scottie Wilbekin\scottie-wilbekin-1,G,2010-12-22,Florida,,Radford,W,0,21,1,4,.250,0,0,,1,4,.250,0,2,.000,0,0,0,2,1,0,0,2,3,1.4
485722,Matt Heramb\matt-heramb-1,F,2010-12-22,Kennesaw State,@,Fordham,L,1,20,1,1,1.000,0,0,,1,1,1.000,0,0,,1,1,2,3,0,0,1,2,3,4.0
485723,Mirza Sabic\mirza-sabic-1,G,2010-12-22,Kennesaw State,@,Fordham,L,0,7,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,3.0
485724,Rayner Moquete\rayner-moquete-1,G,2010-12-22,Fordham,,Kennesaw State,W,0,8,1,1,1.000,0,0,,1,1,1.000,0,0,,0,2,2,2,0,0,0,0,3,4.7
485725,Aaron Ware\aaron-ware-1,G,2010-12-22,George Washington,,East Carolina,W,0,8,1,2,.500,1,2,.500,0,0,,1,2,.500,0,0,0,0,0,0,0,0,3,1.6
485726,Nemanja Mikic\nemanja-mikic-1,F,2010-12-22,George Washington,,East Carolina,W,1,27,1,4,.250,1,1,1.000,0,3,.000,1,2,.500,0,2,2,1,0,0,2,1,3,-0.9
485727,Josh Micheaux\josh-micheaux-1,G,2010-12-22,Georgia State,@,Georgia Southern,L,0,8,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,1,1,0,0,0,2,1,3,0.2
485728,Jeremy Anderson\jeremy-anderson-1,G,2010-12-22,Liberty,@,Hampton,L,0,8,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,1.3
485729,John Caleb Sanders\john-caleb-sanders-1,G,2010-12-22,Liberty,@,Hampton,L,0,12,1,2,.500,0,0,,1,2,.500,0,0,,0,1,1,0,1,0,2,2,3,0.5
485730,Bernard James\bernard-james--1,F,2010-12-22,Florida State,@,Hawaii,W,0,13,1,3,.333,1,3,.333,0,0,,1,4,.250,3,1,4,0,3,3,1,0,3,6.6
485731,Luke Loucks\luke-loucks-1,G,2010-12-22,Florida State,@,Hawaii,W,0,15,0,2,.000,0,1,.000,0,1,.000,3,6,.500,0,0,0,4,0,0,2,4,3,-0.4
485732,Dave Dudzinski\dave-dudzinski-1,F,2010-12-22,Holy Cross,@,Hofstra,L,0,9,1,2,.500,1,1,1.000,0,1,.000,1,1,1.000,1,0,1,0,0,0,0,1,3,2.3
485733,Stephen Nwaukoni\stephen-nwaukoni-1,F,2010-12-22,Hofstra,,Holy Cross,W,0,20,1,3,.333,1,3,.333,0,0,,1,2,.500,3,4,7,0,0,1,2,1,3,2.5
485734,Bill Cole\bill-cole-1,F,2010-12-22,Illinois,,Missouri,L,0,8,1,2,.500,0,0,,1,2,.500,0,0,,0,3,3,0,0,1,0,4,3,2.0
485735,Ben Louis\ben-louis-1,G,2010-12-22,James Madison,,Marshall,W,0,17,1,3,.333,0,0,,1,3,.333,0,0,,0,1,1,5,0,0,2,5,3,1.1
485736,Reggie King\reggie-king-2,G,2010-12-22,Winthrop,@,Kentucky,L,0,6,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,1,1,0,0,0,1,1,3,1.2
485737,Greg Logins\greg-logins-1,F,2010-12-22,Canisius,@,Lamar,W,1,12,1,2,.500,1,1,1.000,0,1,.000,1,2,.500,1,3,4,0,1,1,0,3,3,3.7
485738,Tremell Adams\tremell-adams-1,G,2010-12-22,Lamar,,Canisius,L,1,10,1,4,.250,1,2,.500,0,2,.000,1,2,.500,1,0,1,0,2,0,2,1,3,0.5
