Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
272501,Sean Hill\sean-hill-1,G,2015-01-17,Chicago State,@,Missouri-Kansas City,L,0,18,4,6,.667,3,3,1.000,1,3,.333,0,0,,0,1,1,2,1,0,4,2,9,4.3
272502,Frank Williams\frank-williams-2,G,2015-01-17,Missouri-Kansas City,,Chicago State,W,1,35,3,9,.333,0,2,.000,3,7,.429,0,0,,1,1,2,2,1,1,1,0,9,7.0
272503,Nate Mason\nate-mason-1,G,2015-01-17,Minnesota,,Rutgers,W,1,35,3,10,.300,1,4,.250,2,6,.333,1,2,.500,1,1,2,5,5,1,1,3,9,10.8
272504,Junior Etou\junior-etou-1,F,2015-01-17,Rutgers,@,Minnesota,L,1,33,4,4,1.000,4,4,1.000,0,0,,1,1,1.000,3,7,10,0,0,0,2,1,9,9.6
272505,Joey King\joey-king-1,F,2015-01-17,Minnesota,,Rutgers,W,1,28,3,6,.500,2,2,1.000,1,4,.250,2,2,1.000,1,0,1,3,0,0,2,3,9,5.6
272506,Muhammad-Ali Abdur-Rahkman\muhammad-ali-abdur-rahkman-1,G,2015-01-17,Michigan,,Northwestern,W,1,26,4,7,.571,3,4,.750,1,3,.333,0,0,,1,4,5,1,1,0,1,2,9,7.5
272507,Justin McBride\justin-mcbride-1,C,2015-01-17,Central Florida,@,Memphis,L,1,17,3,5,.600,3,5,.600,0,0,,3,4,.750,2,7,9,0,1,2,0,4,9,10.6
272508,Gilvydas Biruta\gilvydas-biruta-1,F,2015-01-17,Rhode Island,@,Massachusetts,L,1,19,4,5,.800,4,5,.800,0,0,,1,5,.200,1,2,3,1,1,1,2,4,9,5.6
272509,Ryan Andino\ryan-andino-1,G,2015-01-17,Maryland-Eastern Shore,,Savannah State,W,0,20,3,6,.500,0,0,,3,6,.500,0,0,,0,0,0,2,1,0,0,3,9,7.2
272510,Kurt Steidl\kurt-steidl-1,F,2015-01-17,Vermont,@,Maryland-Baltimore County,W,1,26,3,6,.500,0,0,,3,6,.500,0,0,,0,1,1,2,0,0,0,1,9,7.3
272511,Dez Wells\dezmine-wells-1,G,2015-01-17,Maryland,,Michigan State,W,1,32,2,7,.286,1,5,.200,1,2,.500,4,4,1.000,1,2,3,5,1,0,2,1,9,8.3
272512,Denzel Valentine\denzel-valentine-1,G,2015-01-17,Michigan State,@,Maryland,L,1,35,4,9,.444,3,3,1.000,1,6,.167,0,0,,2,4,6,5,0,0,2,0,9,8.4
272513,Garet Beal\garet-beal-1,G,2015-01-17,Maine,,Stony Brook,L,1,35,2,8,.250,1,3,.333,1,5,.200,4,4,1.000,2,4,6,3,1,0,0,3,9,8.7
272514,Domantas Sabonis\domantas-sabonis-1,F,2015-01-17,Gonzaga,@,Loyola Marymount,W,0,26,4,6,.667,4,6,.667,0,0,,1,2,.500,2,6,8,1,0,0,1,4,9,7.3
