Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
417501,Quinton Pippen\quinton-pippen-1,G,2012-12-19,Chicago State,@,Rice,L,1,26,2,8,.250,1,2,.500,1,6,.167,0,0,,1,2,3,4,2,0,0,3,5,5.1
417502,Julian DeBose\julian-debose-1,G,2012-12-19,Rice,,Chicago State,W,1,33,2,10,.200,1,6,.167,1,4,.250,0,0,,0,2,2,4,2,1,2,1,5,2.5
417503,William Wilson\william-wilson-1,G,2012-12-19,North Florida,@,Portland,L,1,34,1,4,.250,1,3,.333,0,1,.000,3,4,.750,0,2,2,8,3,0,1,1,5,10.0
417504,Michael Dunn\michael-dunn-1,G,2012-12-19,Northern Arizona,,Montana,L,0,18,2,4,.500,2,3,.667,0,1,.000,1,1,1.000,0,1,1,0,1,0,2,2,5,1.5
417505,Gaellen Bewernick\gaellen-bewernick-1,F,2012-12-19,Northern Arizona,,Montana,L,1,24,2,7,.286,2,7,.286,0,0,,1,3,.333,1,3,4,0,1,0,2,2,5,-0.1
417506,Tyree Graham\tyree-graham-1,G,2012-12-19,North Carolina-Wilmington,,North Carolina-Greensboro,W,0,13,2,7,.286,1,5,.200,1,2,.500,0,0,,2,4,6,2,0,0,0,3,5,3.7
417507,Jeff Johnson\jeff-johnson-4,F,2012-12-19,Eastern Kentucky,@,North Carolina A&T,L,0,21,2,6,.333,1,3,.333,1,3,.333,0,0,,0,0,0,6,0,0,1,1,5,4.4
417508,Remi Barry\remi-barry-1,F,2012-12-19,New Mexico State,,New Mexico,L,0,10,2,4,.500,1,3,.333,1,1,1.000,0,0,,1,1,2,0,0,0,2,4,5,0.4
417509,Renaldo Dixon\renaldo-dixon-1,F,2012-12-19,New Mexico State,,New Mexico,L,0,21,1,7,.143,0,6,.000,1,1,1.000,2,2,1.000,2,2,4,0,0,1,1,4,5,0.6
417510,Bandja Sy\bandja-sy-1,F,2012-12-19,New Mexico State,,New Mexico,L,1,40,2,9,.222,1,4,.250,1,5,.200,0,1,.000,3,7,10,1,0,0,3,0,5,1.0
417511,Matt Morrison\matt-morrison-1,G,2012-12-19,Northern Iowa,@,Nevada-Las Vegas,L,0,2,1,2,.500,0,1,.000,1,1,1.000,2,2,1.000,0,1,1,0,0,0,0,0,5,4.3
417512,Bryce Dejean-Jones\bryce-jones-1,G,2012-12-19,Nevada-Las Vegas,,Northern Iowa,W,1,22,2,8,.250,1,5,.200,1,3,.333,0,0,,1,4,5,2,0,0,0,1,5,3.1
417513,Raphiael Putney\raphiael-putney-1,F,2012-12-19,Massachusetts,,Ohio,W,1,20,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,0,0,1,1,0,0,1,5,4.3
417514,Robert Goff\robert-goff-1,F,2012-12-19,Marshall,,Savannah State,W,0,17,1,2,.500,1,2,.500,0,0,,3,4,.750,1,2,3,3,1,2,2,0,5,7.4
417515,Arnold Louis\arnold-louis-1,F,2012-12-19,Savannah State,@,Marshall,L,1,19,2,6,.333,2,6,.333,0,0,,1,2,.500,2,1,3,0,2,0,3,4,5,0.3
417516,Mike Gesell\mike-gesell-1,G,2012-12-19,Iowa,,South Carolina State,W,1,19,1,3,.333,1,2,.500,0,1,.000,3,3,1.000,3,3,6,8,3,0,1,2,5,13.1
417517,Eric May\eric-may-1,G,2012-12-19,Iowa,,South Carolina State,W,0,11,2,4,.500,1,3,.333,1,1,1.000,0,0,,0,0,0,0,0,0,1,2,5,1.2
417518,Adama Adams\adama-louie-adams-1,G,2012-12-19,South Carolina State,@,Iowa,L,1,40,2,11,.182,1,6,.167,1,5,.200,0,0,,0,2,2,3,2,1,3,2,5,-0.3
417519,Trent Lockett\trent-lockett-1,G,2012-12-19,Marquette,@,Green Bay,L,1,27,2,6,.333,2,4,.500,0,2,.000,1,2,.500,2,5,7,1,0,0,3,3,5,0.6
417520,Ken Cerroni\ken-cerroni-1,G,2012-12-19,Green Bay,,Marquette,W,0,24,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,1,1,0,0,1,0,1,5,3.6
417521,Kevin Pangos\kevin-pangos-1,G,2012-12-19,Gonzaga,,Campbell,W,1,27,2,6,.333,1,3,.333,1,3,.333,0,0,,1,2,3,3,5,0,1,3,5,7.8
417522,Guy Edi\guy-edi-1,F,2012-12-19,Gonzaga,,Campbell,W,0,20,2,5,.400,1,3,.333,1,2,.500,0,0,,1,3,4,0,0,0,2,3,5,0.7
417523,Taylor Perry\taylor-perry-1,G,2012-12-19,Western Michigan,@,Duquesne,L,0,19,2,4,.500,1,3,.333,1,1,1.000,0,0,,1,2,3,2,1,0,2,1,5,4.3
417524,Johnathan Gray\johnathan-gray-1,G,2012-12-19,Cornell,@,Duke,L,1,30,2,7,.286,2,4,.500,0,3,.000,1,2,.500,1,4,5,3,2,0,4,1,5,2.1
417525,Devin Cherry\devin-cherry-1,G,2012-12-19,Cornell,@,Duke,L,0,20,2,6,.333,2,4,.500,0,2,.000,1,2,.500,0,2,2,0,0,0,5,2,5,-4.0
417526,Joey King\joey-king-1,F,2012-12-19,Drake,,North Carolina Central,W,0,27,1,6,.167,0,3,.000,1,3,.333,2,2,1.000,4,6,10,3,1,0,2,2,5,6.1
417527,Alfonzo Houston\alfonzo-houston-1,G,2012-12-19,North Carolina Central,@,Drake,L,0,18,1,5,.200,1,3,.333,0,2,.000,3,4,.750,0,0,0,2,0,0,1,2,5,1.1
417528,D'Andre Wright\dandre-wright-1,F,2012-12-19,Tulsa,@,Creighton,L,1,17,2,5,.400,2,5,.400,0,0,,1,1,1.000,0,1,1,0,0,0,1,3,5,0.4
417529,Milton Jennings\milton-jennings-1,F,2012-12-19,Clemson,@,Coastal Carolina,L,1,31,2,12,.167,1,6,.167,1,6,.167,0,0,,2,3,5,2,1,0,5,3,5,-4.1
