Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
551301,Jimond Ivey\jimond-ivey-1,G,2016-03-12,Akron,,Buffalo,L,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
551302,Ikenna Smart\ikenna-smart-1,F,2016-03-12,Buffalo,,Akron,W,1,14,1,5,.200,1,5,.200,0,0,,0,0,,6,2,8,0,0,1,3,1,2,1.0
551303,Veer Singh\veer-singh-1,F,2016-03-11,Seton Hall,,Xavier,W,0,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,1.0
551304,Aaron Jackson\aaron-jackson-2,G,2016-03-12,Akron,,Buffalo,L,1,9,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,1,1,2,0,1,0,0,0,2,2.6
551305,Sean O'Mara\sean-omara-1,F,2016-03-11,Xavier,,Seton Hall,L,0,6,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,2,2,1,0,1,0,1,2,2.2
551306,Remy Abell\remy-abell-1,G,2016-03-11,Xavier,,Seton Hall,L,1,16,1,5,.200,1,3,.333,0,2,.000,0,0,,2,0,2,0,0,0,1,0,2,-0.7
551307,Jamuni McNeace\jamuni-mcneace-1,C,2016-03-11,Oklahoma,,West Virginia,L,0,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6
551308,Zach Braxton\zach-braxton-1,F,2016-03-11,Weber State,,North Dakota,W,1,19,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,0,1,0,1,3,2,0.8
551309,Ryan Richardson\ryan-richardson-1,G,2016-03-11,Weber State,,North Dakota,W,1,19,1,6,.167,1,1,1.000,0,5,.000,0,0,,0,0,0,1,0,0,4,3,2,-6.3
551310,Cortez Seales\cortez-seales-1,G,2016-03-11,North Dakota,,Weber State,L,0,14,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,1,1,2,0.3
551311,Tyler Bergantino\tyler-bergantino-1,C,2016-03-11,Massachusetts,,Virginia Commonwealth,L,1,11,1,2,.500,1,2,.500,0,0,,0,0,,0,3,3,0,0,1,0,2,2,1.8
551312,Seth Berger\seth-berger-1,F,2016-03-11,Massachusetts,,Virginia Commonwealth,L,0,14,1,4,.250,1,1,1.000,0,3,.000,0,0,,1,0,1,0,0,1,0,3,2,-0.2
551313,C.J. Anderson\cj-anderson-3,G,2016-03-11,Massachusetts,,Virginia Commonwealth,L,0,26,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,3,0,0,0,1,2,4.0
551314,Tonye Jekiri\tonye-jekiri-1,C,2016-03-11,Miami (FL),,Virginia,L,1,23,1,3,.333,1,3,.333,0,0,,0,0,,1,6,7,0,0,0,4,2,2,-2.0
551315,Evan Nolte\evan-nolte-1,F,2016-03-11,Virginia,,Miami (FL),W,0,9,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9
551316,Kingsley Okoroh\kingsley-okorah-1,C,2016-03-11,University of California,,Utah,L,1,14,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,3,2,0.8
551317,Dakarai Tucker\dakarai-tucker-1,G,2016-03-11,Utah,,University of California,W,0,21,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,0,1,2,2.6
551318,Nick Marshall\nick-marshall-1,F,2016-03-11,Memphis,,Tulsa,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,1,0,1,2,2,1.5
551319,Markel Crawford\markel-crawford-1,G,2016-03-11,Memphis,,Tulsa,W,0,9,1,3,.333,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,0.6
551320,Tyree Bynum\tyree-bynum-1,G,2016-03-11,Texas Southern,,Southern,L,0,15,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,1,2,2.6
551321,Rashad Andrews\rashad-andrews-1,G,2016-03-11,Southern,,Texas Southern,W,0,9,1,1,1.000,1,1,1.000,0,0,,0,3,.000,0,2,2,1,0,0,0,2,2,1.0
551322,D'Arian Allen\darian-allen-1,F,2016-03-11,Southern,,Texas Southern,W,1,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,5,2,0.4
551323,Chris Thomas\chris-thomas-6,G,2016-03-11,Southern,,Texas Southern,W,0,9,1,1,1.000,1,1,1.000,0,0,,0,0,,3,0,3,0,0,0,0,5,2,1.8
551324,Nathan Hawkins\nathan-hawkins-2,G,2016-03-11,Texas-Arlington,,Texas State,W,0,10,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,1,0,0,1,2,2.3
551325,Viktor Juricek\viktor-juricek-1,F,2016-03-11,Texas A&M-Corpus Christi,,Sam Houston State,W,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
551326,Anthony Collins\anthony-collins-1,G,2016-03-11,Texas A&M,,Florida,W,1,26,1,3,.333,1,3,.333,0,0,,0,0,,1,2,3,4,2,0,0,4,2,4.8
551327,Angel Nunez\angel-nunez-1,F,2016-03-11,South Florida,,Temple,L,1,29,1,4,.250,1,3,.333,0,1,.000,0,0,,0,2,2,1,1,1,1,2,2,0.8
