Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
531801,Yuta Watanabe\yuta-watanabe-1,F,2015-02-21,George Washington,@,Richmond,L,1,24,1,3,.333,1,2,.500,0,1,.000,0,0,,0,4,4,1,0,0,1,0,2,1.2
531802,Trey Davis\trey-davis-2,F,2015-02-21,Richmond,,George Washington,W,1,28,1,3,.333,1,3,.333,0,0,,0,0,,2,6,8,2,0,1,3,4,2,1.0
531803,Paul Jorgensen\paul-jorgensen-1,G,2015-02-21,George Washington,@,Richmond,L,0,8,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,1,3,2,-0.5
531804,Joe McDonald\joe-mcdonald-2,G,2015-02-21,George Washington,@,Richmond,L,1,35,1,6,.167,1,4,.250,0,2,.000,0,0,,3,2,5,2,0,0,3,2,2,-1.5
531805,Justin Harris\justin-harris-1,F,2015-02-21,Quinnipiac,,Canisius,L,1,33,1,6,.167,1,5,.200,0,1,.000,0,0,,3,4,7,2,1,0,2,3,2,0.7
531806,Jabari Alex\jabari-alex-1,F,2015-02-21,Mississippi Valley State,@,Prairie View,L,1,13,1,3,.333,1,3,.333,0,0,,0,0,,1,2,3,1,1,0,2,1,2,0.9
531807,Cheikh N'diaye\cheikh-ndiaye-1,C,2015-02-21,Oregon State,,Colorado,W,0,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,2,3,2,-1.5
531808,Jaron Hopkins\jaron-hopkins-1,G,2015-02-21,Colorado,@,Oregon State,L,0,11,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,3,0,2,-0.3
531809,Thomas van der Mars\thomas-van-der-mars-1,C,2015-02-21,Portland,@,Pacific,L,1,21,1,4,.250,1,4,.250,0,0,,0,0,,1,2,3,0,0,5,3,5,2,-0.6
531810,Kruize Pinkins\kruize-pinkins-1,F,2015-02-21,San Francisco,@,Pepperdine,W,0,20,1,6,.167,1,4,.250,0,2,.000,0,0,,0,2,2,0,0,1,1,5,2,-3.5
531811,Nate Gehring\nate-gehring-1,C,2015-02-21,Pepperdine,,San Francisco,L,0,9,0,2,.000,0,2,.000,0,0,,2,2,1.000,1,1,2,1,1,0,0,0,2,3.3
531812,Brandon Cataldo\brandon-cataldo-1,C,2015-02-21,Portland State,,Northern Colorado,W,0,3,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,1,2,1.3
531813,Jeremy Verhagen\jeremy-verhagen-1,F,2015-02-21,Northern Colorado,@,Portland State,L,1,10,1,4,.250,1,4,.250,0,0,,0,0,,1,0,1,0,0,0,1,2,2,-1.5
