Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
483401,Ledrick Eackles\ledrick-eackles-1,G,2010-11-21,Oakland,@,Purdue,L,0,10,2,7,.286,2,5,.400,0,2,.000,0,2,.000,3,0,3,0,0,0,1,3,4,-1.0
483402,Danny Stewart\danny-stewart-1,F,2010-11-21,Rider,,Loyola Marymount,W,1,22,2,4,.500,2,4,.500,0,0,,0,0,,2,4,6,0,0,0,1,2,4,2.8
483403,Larry Davis\larry-davis-3,G,2010-11-21,Loyola Marymount,,Rider,L,0,20,2,8,.250,2,6,.333,0,2,.000,0,0,,2,0,2,0,2,1,0,2,4,2.5
483404,Gilvydas Biruta\gilvydas-biruta-1,F,2010-11-21,Rutgers,,Miami (FL),W,1,23,2,3,.667,2,3,.667,0,0,,0,0,,0,5,5,1,1,1,2,3,4,3.4
483405,Raphael Akpejiori\raphael-akpejiori-1,F,2010-11-21,Miami (FL),@,Rutgers,L,0,6,0,0,,0,0,,0,0,,4,4,1.000,2,0,2,0,0,2,0,0,4,6.8
483406,D'Angelo Jackson\dangelo-jackson-1,G,2010-11-21,Mississippi Valley State,@,Saint Mary's (CA),L,1,21,2,5,.400,2,3,.667,0,2,.000,0,0,,0,3,3,2,0,0,4,2,4,-1.2
483407,Darian Donald\darian-donald-1,F,2010-11-21,Mississippi Valley State,@,Saint Mary's (CA),L,0,20,1,6,.167,1,2,.500,0,4,.000,2,2,1.000,0,1,1,0,1,0,0,2,4,0.7
483408,Falando Jones\falando-jones-1,F,2010-11-21,Mississippi Valley State,@,Saint Mary's (CA),L,1,16,1,6,.167,0,5,.000,1,1,1.000,1,2,.500,0,5,5,1,0,0,1,4,4,-0.6
483409,Kevin Burwell\kevin-burwell-1,G,2010-11-21,Mississippi Valley State,@,Saint Mary's (CA),L,0,30,1,4,.250,1,3,.333,0,1,.000,2,2,1.000,0,1,1,2,1,0,4,3,4,-0.9
483410,Gaby Bermudez\gaby-bermudez-1,G,2010-11-21,Samford,,Campbell,W,1,26,1,3,.333,0,1,.000,1,2,.500,1,2,.500,0,0,0,2,0,0,3,2,4,-0.5
483411,Trevor Fuller\trevor-fuller-1,F,2010-11-21,San Diego,,Cal State Fullerton,L,0,13,0,3,.000,0,3,.000,0,0,,4,4,1.000,1,1,2,1,0,0,1,1,4,2.2
483412,Alexander Starling\alexander-starling-1,F,2010-11-21,Bethune-Cookman,@,Santa Clara,L,1,30,2,8,.250,2,8,.250,0,0,,0,0,,3,5,8,0,0,1,0,4,4,1.9
483413,Raymoan McAfee\raymoan-mcafee-1,F,2010-11-21,Bethune-Cookman,@,Santa Clara,L,0,2,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4,3.0
483414,Stanley Elliott\stanley-elliott-1,G,2010-11-21,Bethune-Cookman,@,Santa Clara,L,1,24,1,2,.500,1,2,.500,0,0,,2,5,.400,0,1,1,0,0,0,2,2,4,-0.7
483415,Troy Payne\troy-payne-1,F,2010-11-21,Santa Clara,,Bethune-Cookman,W,1,14,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,2,2,3,1,0,1,3,4,5.2
483416,J.J. Avila\jj-avila-1,F,2010-11-21,Navy,,Seattle,L,0,23,0,6,.000,0,2,.000,0,4,.000,4,4,1.000,1,5,6,1,3,1,2,2,4,3.6
