Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
326501,Tevin Hammond\tevin-hammond-1,G,2012-12-08,Arkansas-Pine Bluff,@,Air Force,L,1,25,2,4,.500,1,2,.500,1,2,.500,2,2,1.000,0,2,2,2,2,0,2,3,7,5.8
326502,Mindaugas Kacinas\mindaugas-kacinas-1,F,2012-12-07,South Carolina,,Jacksonville,W,0,18,3,3,1.000,3,3,1.000,0,0,,1,2,.500,1,2,3,0,0,2,2,4,7,4.8
326503,Eric Smith\eric-smith--1,G,2012-12-07,South Carolina,,Jacksonville,W,1,24,3,7,.429,2,5,.400,1,2,.500,0,0,,0,3,3,7,1,0,1,3,7,7.9
326504,Jourdan Demunyck\jourdan-demunyck-1,G,2012-12-07,Prairie View,,Dallas Christian,W,1,14,3,5,.600,3,3,1.000,0,2,.000,1,3,.333,0,4,4,0,3,1,0,1,7,8.4
326505,Gregory Graves\gregory-graves-1,F,2012-12-07,Mount St. Mary's,,Navy,W,0,14,2,4,.500,2,2,1.000,0,2,.000,3,3,1.000,1,1,2,1,1,0,0,0,7,7.7
326506,Demetrius Harris\demetrius-harris-1,F,2012-12-07,Milwaukee,,Northern Illinois,W,1,30,3,3,1.000,3,3,1.000,0,0,,1,5,.200,3,3,6,0,0,5,2,3,7,7.8
326507,Aksel Bolin\askel-bolin-1,G,2012-12-07,Northern Illinois,@,Milwaukee,L,1,36,2,10,.200,2,5,.400,0,5,.000,3,4,.750,3,4,7,1,2,0,3,4,7,1.8
326508,Maurice Barrow\maurice-barrow-1,F,2012-12-07,Fairfield,,Canisius,L,0,29,2,4,.500,2,4,.500,0,0,,3,4,.750,3,3,6,2,2,1,2,3,7,8.5
326509,Keith Matthews\keith-matthews-1,F,2012-12-07,Fairfield,,Canisius,L,1,20,3,8,.375,3,8,.375,0,0,,1,3,.333,2,1,3,0,0,2,0,1,7,4.5
326510,Ryan Weber\ryan-weber-1,F,2012-12-06,Youngstown State,,Geneva,W,0,20,2,8,.250,2,2,1.000,0,6,.000,3,4,.750,2,1,3,4,3,0,2,1,7,6.9
326511,Rod Odom\rod-odom-1,F,2012-12-06,Vanderbilt,@,Xavier,W,1,31,2,5,.400,0,1,.000,2,4,.500,1,4,.250,2,0,2,0,0,0,4,5,7,-1.5
326512,Carrington Love\carrington-love-1,G,2012-12-06,Green Bay,@,Tennessee Tech,L,0,23,3,6,.500,2,4,.500,1,2,.500,0,2,.000,0,0,0,2,0,0,1,3,7,2.4
326513,Liam McInerney\liam-mcinerney-1,F,2012-12-06,Stetson,,Florida Atlantic,L,0,14,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,1,2,7,5.3
326514,Tanner Giddings\tanner-giddings-1,C,2012-12-06,Fresno State,,San Diego Christian,W,1,24,2,6,.333,2,5,.400,0,1,.000,3,4,.750,1,6,7,0,1,0,2,1,7,4.3
326515,Kevin Olekaibe\kevin-olekaibe-1,G,2012-12-06,Fresno State,,San Diego Christian,W,1,21,3,8,.375,2,4,.500,1,4,.250,0,0,,1,2,3,3,1,1,1,1,7,6.3
326516,Garrett Johnson\garrett-johnson-1,G,2012-12-06,Fresno State,,San Diego Christian,W,1,18,3,5,.600,2,3,.667,1,2,.500,0,0,,1,1,2,0,2,1,0,0,7,8.4
326517,Justin Jackson\justin-jackson-3,F,2012-12-06,Cincinnati,,Arkansas-Little Rock,W,1,29,3,5,.600,3,4,.750,0,1,.000,1,4,.250,2,2,4,4,4,0,1,1,7,10.9
326518,Spencer Collins\spencer-collins-1,G,2012-12-05,Wofford,,Gardner-Webb,W,1,24,1,4,.250,1,3,.333,0,1,.000,5,8,.625,1,2,3,2,0,0,1,3,7,3.9
326519,Dantiel Daniels\dantiel-daniels-1,F,2012-12-05,Southern Illinois,@,Western Kentucky,L,1,20,3,4,.750,3,4,.750,0,0,,1,5,.200,1,2,3,0,0,1,1,2,7,4.0
326520,Mychal Ladd\mychal-ladd-1,G,2012-12-05,Washington State,,Gonzaga,L,1,34,2,4,.500,1,1,1.000,1,3,.333,2,3,.667,2,7,9,2,2,0,2,2,7,8.7
326521,Marcus Damas\marcus-damas-1,F,2012-12-05,Towson,@,Vermont,W,1,32,2,4,.500,2,3,.667,0,1,.000,3,4,.750,1,3,4,0,2,2,1,2,7,7.8
326522,Erik Buggs\erik-buggs-1,G,2012-12-05,Valparaiso,,IPFW,W,1,32,2,3,.667,1,2,.500,1,1,1.000,2,3,.667,1,0,1,3,0,0,0,3,7,6.9
