Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
179801,Jameel McKay\jameel-mckay-1,F,2015-03-13,Iowa State,,Oklahoma,W,1,31,6,9,.667,6,9,.667,0,0,,0,2,.000,5,4,9,0,0,2,0,0,12,13.4
179802,Charles Mann\charles-mann-1,G,2015-03-13,Georgia,,South Carolina,W,1,32,2,8,.250,2,7,.286,0,1,.000,8,10,.800,0,2,2,4,2,0,0,2,12,11.0
179803,T.J. Buchanan\tj-buchanan-1,G,2015-03-13,Rhode Island,,George Washington,W,0,27,2,4,.500,2,4,.500,0,0,,8,12,.667,0,4,4,1,3,0,0,2,12,12.5
179804,Jarvis Garrett\jarvis-garrett-1,G,2015-03-13,Rhode Island,,George Washington,W,1,38,3,6,.500,0,0,,3,6,.500,3,4,.750,0,6,6,6,0,0,4,2,12,9.8
179805,Jordan Barham\jordan-barham-1,G,2015-03-13,Davidson,,La Salle,W,1,28,5,9,.556,4,8,.500,1,1,1.000,1,2,.500,5,3,8,0,1,0,2,2,12,9.9
179806,Brian Sullivan\brian-sullivan-1,G,2015-03-13,Davidson,,La Salle,W,1,37,4,11,.364,0,2,.000,4,9,.444,0,0,,0,1,1,2,1,0,0,1,12,8.2
179807,Dwayne Polee\dwayne-polee-2,F,2015-03-13,San Diego State,,Colorado State,W,0,19,4,7,.571,2,5,.400,2,2,1.000,2,2,1.000,2,4,6,0,0,0,3,3,12,7.1
179808,Troy Caupain\troy-caupain-1,G,2015-03-13,Cincinnati,,Connecticut,L,1,34,4,8,.500,1,4,.250,3,4,.750,1,2,.500,0,4,4,2,1,0,2,1,12,8.8
179809,Aaron Valdes\aaron-valdes-1,G,2015-03-13,Hawaii,,UC-Davis,W,1,32,4,8,.500,3,5,.600,1,3,.333,3,5,.600,2,3,5,2,1,1,1,3,12,10.4
179810,Trelun Banks\trelun-banks-1,G,2015-03-13,Southern,,Alabama State,W,1,29,4,8,.500,3,6,.500,1,2,.500,3,4,.750,1,1,2,2,1,0,4,2,12,6.2
179811,Tosin Mehinti\tosin-mehinti-1,F,2015-03-13,Alabama-Birmingham,,Louisiana Tech,W,1,32,5,6,.833,5,6,.833,0,0,,2,5,.400,2,8,10,2,0,2,1,1,12,13.8
179812,Jake Kretzer\jake-kretzer-1,F,2015-03-13,Akron,,Buffalo,L,1,30,3,5,.600,1,1,1.000,2,4,.500,4,4,1.000,1,3,4,0,0,0,3,3,12,7.1
179813,Lonnie McClanahan\lonnie-mcclanahan-1,G,2015-03-12,Texas-Arlington,,Texas State,L,1,34,4,9,.444,4,9,.444,0,0,,4,6,.667,0,7,7,5,1,0,3,4,12,8.5
179814,Anthony Walker\anthony-walker-3,F,2015-03-12,Texas-Arlington,,Texas State,L,1,20,4,5,.800,4,5,.800,0,0,,4,4,1.000,3,4,7,1,0,2,2,3,12,12.3
179815,Devon Baulkman\devon-baulkman-1,G,2015-03-12,Tennessee,,Vanderbilt,W,0,23,4,9,.444,2,4,.500,2,5,.400,2,2,1.000,2,4,6,1,2,0,0,1,12,12.2
