Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
444401,Max Rothschild\max-rothschild-1,F,2017-02-03,Pennsylvania,@,Harvard,L,0,7,2,2,1.000,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,1,0,4,3.0
444402,Chris Lewis\chris-lewis-4,F,2017-02-03,Harvard,,Pennsylvania,W,1,18,2,2,1.000,2,2,1.000,0,0,,0,0,,2,2,4,1,3,0,1,2,4,7.3
444403,Kuran Iverson\kuran-iverson-1,F,2017-02-03,Rhode Island,@,Davidson,W,1,34,1,6,.167,1,2,.500,0,4,.000,2,6,.333,1,12,13,1,2,1,1,2,4,4.5
444404,KiShawn Pritchett\kishawn-pritchett-1,G,2017-02-03,Davidson,,Rhode Island,L,1,27,1,7,.143,0,2,.000,1,5,.200,1,2,.500,0,3,3,3,0,0,2,0,4,0.1
444405,Amir Bell\amir-bell-2,G,2017-02-03,Princeton,@,Dartmouth,W,0,25,2,5,.400,2,3,.667,0,2,.000,0,0,,0,1,1,2,2,1,0,2,4,4.9
444406,Travis Fuller\travis-fuller-1,F,2017-02-03,Brown,@,Cornell,W,1,14,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,5,5,0,0,1,1,0,4,4.2
444407,Darryl Smith\darryl-smith-1,G,2017-02-03,Cornell,,Brown,L,0,15,2,3,.667,2,2,1.000,0,1,.000,0,0,,1,2,3,1,0,0,1,2,4,2.9
444408,Nikola Rakicevic\nikola-rakicevic-1,F,2017-02-03,Buffalo,@,Ball State,W,0,8,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,2,0,0,0,0,4,5.8
444409,Dontay Caruthers\dontay-caruthers-1,G,2017-02-03,Buffalo,@,Ball State,W,1,19,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,1,1,1,3,0,1,3,4,5.5
444410,Justin Pierce\justin-pierce-1,F,2017-02-02,William & Mary,,Northeastern,W,0,12,2,2,1.000,2,2,1.000,0,0,,0,0,,1,0,1,0,1,0,2,1,4,2.7
444411,Anthony Green\anthony-green-2,C,2017-02-02,Northeastern,@,William & Mary,L,1,22,2,5,.400,2,5,.400,0,0,,0,0,,1,1,2,1,0,1,0,0,4,3.7
444412,Jerrick Harding\jerrick-harding-1,G,2017-02-02,Weber State,,Southern Utah,W,0,12,1,5,.200,1,3,.333,0,2,.000,2,2,1.000,0,1,1,1,0,0,0,1,4,1.5
444413,Mohamed Bah\mohamed-bah-1,F,2017-02-02,Drexel,@,Towson,L,0,18,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,2,3,5,0,1,0,0,2,4,6.2
444414,Nick Allen\nick-allen-1,F,2017-02-02,Texas-San Antonio,,Middle Tennessee,L,0,24,2,4,.500,2,4,.500,0,0,,0,1,.000,0,4,4,0,1,0,2,1,4,1.4
444415,Byron Frohnen\byron-frohnen-1,G,2017-02-02,Texas-San Antonio,,Middle Tennessee,L,1,31,2,8,.250,2,7,.286,0,1,.000,0,0,,2,5,7,2,0,1,1,1,4,2.8
444416,Deion Lavender\deion-lavender-1,G,2017-02-02,Alabama-Birmingham,@,Texas-El Paso,L,0,15,2,7,.286,2,6,.333,0,1,.000,0,2,.000,1,0,1,1,0,0,3,2,4,-3.3
444417,Ray Crossland\ray-crossland-1,F,2017-02-02,Eastern Illinois,@,Tennessee State,W,1,34,2,8,.250,2,8,.250,0,0,,0,0,,1,3,4,2,0,0,5,4,4,-4.4
444418,Randall Gaskins Jr.\randall-gaskinsjr-1,G,2017-02-02,Saint Francis (PA),@,St. Francis (NY),W,1,31,1,7,.143,1,5,.200,0,2,.000,2,2,1.000,3,0,3,4,2,0,2,1,4,4.0
