Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
81001,John Brown\john-brown-3,F,2015-12-05,High Point,@,Gardner-Webb,W,1,31,8,15,.533,8,15,.533,0,0,,0,0,,4,4,8,0,0,0,0,4,16,11.1
81002,Anthony Lindauer\anthony-lindauer-1,G,2015-12-05,High Point,@,Gardner-Webb,W,1,25,6,9,.667,4,5,.800,2,4,.500,2,2,1.000,0,1,1,1,0,0,4,1,16,8.7
81003,Billy Garrett\billy-garrett-1,G,2015-12-05,DePaul,,Chicago State,W,1,34,6,11,.545,4,7,.571,2,4,.500,2,2,1.000,0,6,6,3,1,1,1,0,16,15.3
81004,Darryl Smith\darryl-smith-1,G,2015-12-05,Cornell,,Lafayette,W,1,31,7,9,.778,7,9,.778,0,0,,2,2,1.000,1,4,5,3,4,0,0,0,16,20.5
81005,Canyon Barry\canyon-barry-1,G,2015-12-05,College of Charleston,@,Citadel,W,1,31,5,13,.385,5,9,.556,0,4,.000,6,8,.750,0,6,6,2,0,1,3,2,16,8.2
81006,Taylor Sutlive\taylor-sutlive-1,G,2015-12-05,Cal Poly,,Fresno State,W,1,21,5,5,1.000,2,2,1.000,3,3,1.000,3,4,.750,1,2,3,0,1,0,1,2,16,14.6
81007,Christen Cunningham\christian-cunningham-1,G,2015-12-04,Samford,@,Texas,L,1,35,5,11,.455,5,9,.556,0,2,.000,6,7,.857,1,3,4,3,0,0,6,2,16,6.8
81008,Khari Price\khari-price-1,G,2015-12-04,Southern Mississippi,,Alabama,L,1,31,6,12,.500,3,5,.600,3,7,.429,1,2,.500,0,1,1,2,1,0,3,1,16,8.9
81009,Jaron Martin\jaron-martin-1,G,2015-12-04,UC-Irvine,@,Pacific,W,0,20,6,12,.500,2,4,.500,4,8,.500,0,1,.000,1,1,2,1,1,0,1,1,16,10.9
81010,Jerome Seagears\jerome-seagears-1,G,2015-12-04,Nevada-Las Vegas,,Oregon,W,1,31,4,8,.500,2,4,.500,2,4,.500,6,7,.857,1,5,6,3,0,0,2,1,16,13.5
81011,Jake Layman\jake-layman-1,F,2015-12-04,Maryland,,Saint Francis (PA),W,1,28,5,7,.714,1,1,1.000,4,6,.667,2,2,1.000,0,3,3,2,0,3,1,2,16,15.7
