Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
574901,Andre Marhold\andre-marhold-1,F,2011-12-21,Duquesne,@,George Mason,W,0,11,0,3,.000,0,3,.000,0,0,,2,2,1.000,1,0,1,0,1,0,1,2,2,-0.2
574902,Jairus Simms\jairus-simms-1,G,2011-12-21,High Point,,Wofford,W,0,13,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,5,0,0,1,1,2,4.1
574903,Ronald March\ronald-march-1,G,2011-12-21,Houston Baptist,,Santa Clara,W,0,6,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,2,1.3
574904,LeRon Barnes\leron-barnes-1,G,2011-12-21,Houston,,Rogers State,W,0,16,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,3,0,0,1,3,2,0.5
574905,Charles Winborne\charles-winborne-1,G,2011-12-21,Louisiana-Monroe,@,Indiana State,L,1,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7
574906,Christian Bibi Ndongo\christian-bibi-ndongo-1,F,2011-12-21,Louisiana-Monroe,@,Indiana State,L,0,17,1,2,.500,1,2,.500,0,0,,0,0,,3,1,4,0,0,2,0,1,2,4.4
574907,Jake Kitchell\jake-kitchell-1,F,2011-12-21,Indiana State,,Louisiana-Monroe,W,0,7,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,1,0,0,2,1.0
574908,Lucas Eitel\lucas-eitel-1,G,2011-12-21,Indiana State,,Louisiana-Monroe,W,0,14,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,1,0,0,0,0,2,2.0
574909,R.J. McCray\rj-mccray-1,G,2011-12-21,Louisiana-Monroe,@,Indiana State,L,0,34,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,6,6,2,2,0,3,1,2,2.4
574910,Bubu Palo\bubu-palo-1,G,2011-12-21,Iowa State,,Lipscomb,W,0,11,0,0,,0,0,,0,0,,2,2,1.000,0,0,0,0,1,0,2,1,2,0.6
574911,Malcolm Smith\malcolm-smith-1,F,2011-12-21,Lipscomb,@,Iowa State,L,0,11,1,2,.500,1,2,.500,0,0,,0,2,.000,0,0,0,0,0,1,3,2,2,-2.9
574912,Marvin Williams\marvin-williams-3,C,2011-12-21,Lipscomb,@,Iowa State,L,0,12,1,5,.200,1,5,.200,0,0,,0,0,,1,0,1,0,0,0,0,0,2,-0.4
574913,Brandon Edwards\brandon-edwards-3,F,2011-12-21,Texas-Arlington,,Kent State,W,0,16,1,2,.500,1,1,1.000,0,1,.000,0,0,,2,5,7,1,1,2,0,3,2,5.8
574914,Raymone Andrews\raymone-andrews-1,G,2011-12-21,Louisiana-Lafayette,,Central Florida,W,1,16,0,1,.000,0,1,.000,0,0,,2,4,.500,0,1,1,4,1,0,1,4,2,2.0
574915,Austin Akers\austin-akers-1,G,2011-12-21,Eastern Illinois,@,Maine,L,0,17,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,3,0,0,2,0,2,1.1
574916,L.C. Doss\lc-doss-1,G,2011-12-21,Eastern Illinois,@,Maine,L,1,15,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,0,1,0,0,5,2,0.3
574917,Raheem Singleton\raheem-singleton-1,G,2011-12-21,Maine,,Eastern Illinois,W,0,22,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,5,0,0,1,1,2,3.7
574918,Xavier Pollard\xavier-pollard-1,G,2011-12-21,Maine,,Eastern Illinois,W,0,9,0,0,,0,0,,0,0,,2,4,.500,0,3,3,1,0,0,1,1,2,1.4
574919,Jay Bowie\jay-bowie-1,G,2011-12-21,Marist,,Hartford,W,1,5,0,3,.000,0,3,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,-0.1
574920,Chris Martin\chris-martin-3,G,2011-12-21,Marshall,,West Virginia Tech,W,0,5,1,2,.500,1,1,1.000,0,1,.000,0,1,.000,0,0,0,0,0,0,1,0,2,-0.4
574921,J.P. Kambola\jp-kambola-1,C,2011-12-21,Marshall,,West Virginia Tech,W,0,2,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,0,2,1.7
574922,Nigel Spikes\nigel-spikes-1,C,2011-12-21,Marshall,,West Virginia Tech,W,0,14,0,1,.000,0,1,.000,0,0,,2,2,1.000,1,3,4,0,0,0,0,1,2,2.5
574923,Shaquille Johnson\shaquille-johnson-1,G,2011-12-21,Marshall,,West Virginia Tech,W,0,10,1,3,.333,1,2,.500,0,1,.000,0,0,,0,1,1,2,1,0,2,4,2,-0.6
574924,Jacquez Rozier\jacquez-rozier-1,F,2011-12-21,Middle Tennessee,,Mississippi,W,0,5,1,2,.500,1,2,.500,0,0,,0,2,.000,0,1,1,0,0,0,0,1,2,0.1
574925,Jimmy Oden\jimmy-oden-1,G,2011-12-21,Middle Tennessee,,Mississippi,W,0,20,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,2,1,0,0,2,2,3.9
574926,Zane Gibson\zane-gibson-1,G,2011-12-21,Middle Tennessee,,Mississippi,W,0,11,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,2,2,1,0,0,0,1,2,1.5
574927,Ian Chiles\ian-chiles-1,C,2011-12-21,Morgan State,,Loyola Marymount,W,1,21,1,5,.200,1,5,.200,0,0,,0,0,,1,3,4,3,1,0,1,3,2,1.4
574928,Jeremy Canty\jeremy-canty-1,G,2011-12-21,Morgan State,,Loyola Marymount,W,1,8,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6
574929,Quincy Lawson\quincy-lawson-1,F,2011-12-21,Loyola Marymount,@,Morgan State,L,1,9,1,3,.333,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,2,0,2,-0.7
574930,Thair Heath\thair-heath-1,F,2011-12-21,Morgan State,,Loyola Marymount,W,0,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4
574931,Corderio Maclin\corderio-maclin-1,F,2011-12-21,Tennessee-Martin,@,Murray State,L,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,2,4,2,-1.9
574932,Harley Nussman\harley-nussman-1,C,2011-12-21,Murray State,,Tennessee-Martin,W,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,2,2,2.2
574933,Latreze Mushatt\latreze-mushatt-1,G,2011-12-21,Murray State,,Tennessee-Martin,W,0,19,1,3,.333,1,3,.333,0,0,,0,0,,2,2,4,0,1,0,3,3,2,-0.9
574934,Daniel Richard\daniel-richard-1,F,2011-12-21,McNeese State,@,New Mexico State,L,1,20,1,2,.500,1,2,.500,0,0,,0,4,.000,3,0,3,1,1,1,1,2,2,2.1
574935,Tshilidzi Nephawe\tshilidzi-nephawe-1,C,2011-12-21,New Mexico State,,McNeese State,W,0,12,0,3,.000,0,3,.000,0,0,,2,2,1.000,1,0,1,0,0,0,0,2,2,-0.2
574936,Nick Chasten\nick-chasten-1,F,2011-12-21,North Carolina Central,,Stephen F. Austin,W,0,13,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,2,3,1,0,0,0,4,2,1.4
574937,Clint Chapman\clint-chapman-1,F,2011-12-21,Texas,@,North Carolina,L,0,19,1,6,.167,1,6,.167,0,0,,0,0,,3,2,5,1,1,3,0,4,2,3.1
574938,Barry Honore'\barry-honore-1,F,2011-12-21,Oklahoma,,South Carolina State,W,0,10,1,1,1.000,1,1,1.000,0,0,,0,0,,2,0,2,0,0,1,0,0,2,3.8
574939,James Fraschilla\james-fraschilla-1,G,2011-12-21,Oklahoma,,South Carolina State,W,0,2,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,1,2,1.3
574940,Joe Ikhinmwin\joe-ikhinmwin-1,F,2011-12-21,South Carolina State,@,Oklahoma,L,0,12,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,1,3,2,0.5
574941,Cortney Bell\cortney-bell-1,F,2011-12-21,Prairie View,@,Oregon,L,0,11,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,1,1,0,1,2,3.6
574942,Tim Meadows\tim-meadows-1,G,2011-12-21,Prairie View,@,Oregon,L,0,16,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,1,2,2,-0.9
574943,Deion Giddens\deion-giddens-1,F,2011-12-21,Cornell,@,Penn State,L,0,10,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,1,2,1.3
574944,Ross Travis\ross-travis-1,F,2011-12-21,Penn State,,Cornell,W,1,9,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,2,3,0,1,0,0,1,2,2.9
574945,Antonio Williams\antonio-williams-2,F,2011-12-21,Coppin State,@,Saint Joseph's,L,0,24,1,4,.250,1,4,.250,0,0,,0,0,,3,2,5,1,1,1,2,2,2,1.9
574946,Michael Harper\michael-harper-1,G,2011-12-21,Coppin State,@,Saint Joseph's,L,0,14,1,5,.200,1,4,.250,0,1,.000,0,0,,0,0,0,0,1,0,1,0,2,-1.1
574947,Allen Tate\allen-tate-1,G,2011-12-21,Seattle,,Virginia,L,0,12,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,5,0,1,5,2,4.0
574948,Louis Green\louis-green-1,C,2011-12-21,Seattle,,Virginia,L,0,9,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,1,1,0,2,1.4
574949,T.J. Diop\tj-diop-1,F,2011-12-21,Seattle,,Virginia,L,0,11,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,2,0,0,1,2,2,0.9
574950,Brenton Williams\brenton-williams-1,G,2011-12-21,South Carolina,,Southeastern Louisiana,W,0,12,1,3,.333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,0.3
574951,Bruce Ellington\bruce-ellington-1,G,2011-12-21,South Carolina,,Southeastern Louisiana,W,0,21,1,7,.143,1,4,.250,0,3,.000,0,0,,0,2,2,1,0,0,2,2,2,-4.0
574952,Onochie Ochie\onochie-ochie-1,F,2011-12-21,Southeastern Louisiana,@,South Carolina,L,1,14,1,4,.250,1,2,.500,0,2,.000,0,0,,0,1,1,1,0,1,1,4,2,-1.3
574953,RJ Slawson\rj-slawson-1,F,2011-12-21,South Carolina,,Southeastern Louisiana,W,0,12,1,4,.250,1,2,.500,0,2,.000,0,0,,1,0,1,0,0,0,2,5,2,-3.7
574954,Roosevelt Johnson\roosevelt-johnson-1,F,2011-12-21,Southeastern Louisiana,@,South Carolina,L,0,21,1,2,.500,1,2,.500,0,0,,0,2,.000,2,3,5,0,1,0,2,4,2,-0.1
574955,Nick Mabbutt\nick-mabbutt-1,F,2011-12-21,South Dakota,,Peru State,W,0,7,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,0,2,2,2,-1.5
574956,Josh Cleveland\josh-cleveland-1,F,2011-12-21,Texas-Rio Grande Valley,@,St. John's (NY),L,0,13,1,4,.250,1,4,.250,0,0,,0,0,,0,2,2,1,0,0,1,2,2,-0.9
574957,Malik Stith\malik-stith-1,G,2011-12-21,St. John's (NY),,Texas-Rio Grande Valley,W,0,18,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,1,1,2,-0.8
574958,Mathiang Muo\mathiang-muo-1,F,2011-12-21,Charleston Southern,@,Stetson,W,1,38,1,10,.100,1,7,.143,0,3,.000,0,0,,3,4,7,1,2,1,2,2,2,-0.7
574959,Tyshawn Patterson\tyshawn-patterson-1,G,2011-12-21,Stetson,,Charleston Southern,L,0,8,0,0,,0,0,,0,0,,2,2,1.000,0,2,2,4,0,1,2,0,2,4.1
574960,Eddie Hardy\eddie-hardy-1,G,2011-12-21,Alabama A&M,@,Tennessee State,L,0,14,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,1,1,1,0,0,0,3,2,0.1
574961,Chris Burke\chris-burke-1,G,2011-12-21,Saint Peter's,@,Utah State,L,0,18,1,3,.333,1,2,.500,0,1,.000,0,0,,0,3,3,1,0,0,0,1,2,1.5
574962,Mohamed Farih\mohamed-farih-1,F,2011-12-21,Saint Peter's,@,Utah State,L,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,2,2,0.6
574963,Preston Medlin\preston-medlin-1,G,2011-12-21,Utah State,,Saint Peter's,W,1,26,1,3,.333,1,2,.500,0,1,.000,0,0,,0,2,2,6,1,0,2,0,2,4.1
574964,Dai-Jon Parker\dai-jon-parker-1,G,2011-12-21,Vanderbilt,,Lafayette,W,0,15,1,4,.250,1,2,.500,0,2,.000,0,0,,0,0,0,1,1,1,2,0,2,0.0
574965,J.D. Pelham\jd-pelham-1,C,2011-12-21,Lafayette,@,Vanderbilt,L,1,12,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,2.4
574966,Steve Tchiengang\steve-tchiengang-1,F,2011-12-21,Vanderbilt,,Lafayette,W,1,14,1,1,1.000,1,1,1.000,0,0,,0,0,,2,7,9,0,0,0,1,1,2,3.8
574967,Randy Dezouvre\randy-dezouvre-1,G,2011-12-21,Iona,@,William & Mary,W,0,12,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,2,0,1,0,2,2,2.9
574968,Tom Schalk\tom-schalk-1,F,2011-12-21,William & Mary,,Iona,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,2,0,2,1,0,0,0,0,2,3.8
574969,Admir Sahbegovic\admir-sahbegovic-1,F,2011-12-22,Jacksonville,@,Alabama-Birmingham,L,0,11,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,1.3
574970,Alexander Scotland-Williamson\alexander-scotland-williamson-1,F,2011-12-22,Alabama-Birmingham,,Jacksonville,W,0,3,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,1,1,0,0,0,0,2,2,0.8
574971,Herb Harrison\herb-harrison-1,F,2011-12-22,Alabama-Birmingham,,Jacksonville,W,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7
574972,Antonio Kalpic\antonio-kalpic-1,F,2011-12-22,Campbell,@,Appalachian State,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6
574973,Alex Jacobson\alex-jacobson-1,C,2011-12-22,Arizona,,Bryant,W,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,0,1,1,1,2,1.6
574974,Claybrin McMath\claybrin-mcmath-1,F,2011-12-22,Bryant,@,Arizona,L,0,17,1,4,.250,1,3,.333,0,1,.000,0,0,,1,1,2,0,2,0,0,2,2,1.8
574975,Erick Smith\erick-smith-1,G,2011-12-22,Bryant,@,Arizona,L,0,2,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0
574976,Jordan Harris\jordan-harris-3,G,2011-12-22,Bryant,@,Arizona,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,0,0,0,0,0,0,0,2,1.3
574977,Kyryl Natyazhko\kyryl-natyazhko-1,C,2011-12-22,Arizona,,Bryant,W,0,8,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,1,1,0,0,0,2,2.7
574978,Hunter Mickelson\hunter-mickelson-1,F,2011-12-22,Arkansas,,Louisiana Tech,W,0,12,1,6,.167,1,5,.200,0,1,.000,0,0,,1,4,5,2,0,2,1,2,2,1.1
574979,Hameed Ali\hameed-ali-1,G,2011-12-22,Texas A&M-Corpus Christi,,Bethune-Cookman,L,1,26,1,9,.111,1,7,.143,0,2,.000,0,0,,0,3,3,1,0,1,6,0,2,-7.6
574980,Jason Smith\jason-smith-9,G,2011-12-22,Texas A&M-Corpus Christi,,Bethune-Cookman,L,0,1,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
574981,Stanley Elliott\stanley-elliott-1,G,2011-12-22,Bethune-Cookman,,Texas A&M-Corpus Christi,W,1,30,1,4,.250,1,2,.500,0,2,.000,0,0,,1,2,3,4,0,1,2,2,2,1.6
574982,Alex Ogundadegbe\alex-ogundadegbe-1,F,2011-12-22,Binghamton,,Drexel,L,0,19,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,1,0,1,1,2,2.3
574983,Aquil Younger\aquil-younger-1,G,2011-12-22,Drexel,@,Binghamton,W,0,9,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,2,0,2,0.3
574984,Jimmy Gray\jimmy-gray-1,G,2011-12-22,Binghamton,,Drexel,L,1,36,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,2,2,1,2,0,2,1,2,1.2
574985,Kazembe Abif\kazembe-abif-1,F,2011-12-22,Drexel,@,Binghamton,W,0,8,1,2,.500,1,2,.500,0,0,,0,2,.000,1,2,3,0,0,0,2,3,2,-1.7
574986,Stevan Manojlovic\stevan-manojlovic-1,G,2011-12-22,Drexel,@,Binghamton,W,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3
574987,Taylor Johnston\taylor-johnston-1,F,2011-12-22,Binghamton,,Drexel,L,1,6,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.2
574988,Bryan Cohen\bryan-cohen-1,G,2011-12-22,Bucknell,@,Boston University,W,1,27,1,3,.333,1,2,.500,0,1,.000,0,0,,1,4,5,2,2,0,3,3,2,1.4
574989,Alan Williams\alan-williams-2,C,2011-12-22,UC-Santa Barbara,@,Brigham Young,L,0,14,1,1,1.000,1,1,1.000,0,0,,0,0,,2,1,3,0,1,0,0,2,2,3.6
574990,Greg Somogyi\greg-somogyi-1,C,2011-12-22,UC-Santa Barbara,@,Brigham Young,L,0,8,1,2,.500,1,2,.500,0,0,,0,0,,0,4,4,0,0,2,1,2,2,1.8
574991,Keegan Hornbuckle\keegan-hornbuckle-1,F,2011-12-22,UC-Santa Barbara,@,Brigham Young,L,0,15,1,6,.167,1,5,.200,0,1,.000,0,0,,1,0,1,0,3,0,2,2,2,-0.9
574992,Colin Beatty\colin-beatty-1,G,2011-12-22,Pacific,@,Cal State Bakersfield,L,1,19,1,3,.333,1,2,.500,0,1,.000,0,0,,1,2,3,1,0,0,2,1,2,-0.1
574993,Kwai Pearson\kwai-pearson-1,G,2011-12-22,Cal State Bakersfield,,Pacific,W,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2,2.7
574994,Markcus Falley\markcus-falley-1,G,2011-12-22,Pacific,@,Cal State Bakersfield,L,0,10,1,4,.250,1,3,.333,0,1,.000,0,0,,1,1,2,0,0,0,0,1,2,0.2
574995,Brandon Cataldo\brandon-cataldo-1,C,2011-12-22,Portland State,@,Cal State Fullerton,L,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2,2.7
574996,Orlando Brown\orlando-brown-1,G,2011-12-22,Cal State Fullerton,,Portland State,W,0,8,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,1,1,1,0,0,0,1,2,0.9
574997,Perry Webster\perry-webster-1,G,2011-12-22,Cal State Fullerton,,Portland State,W,0,12,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,2,0,0,0,1,2,2.0
574998,Travis Souza\travis-souza-1,G,2011-12-22,UC-Irvine,,Hope International,W,0,9,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,2,2,2,1,0,0,0,2,3.6
574999,Austin Quick\austin-quick-1,G,2011-12-22,UC-Riverside,,San Jose State,W,0,13,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,1,2,2,1.2
575000,Garrett Ton\garrett-ton-1,F,2011-12-22,San Jose State,@,UC-Riverside,L,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,1,2,2.6


Provided by <a href="http://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">CBB at Sports Reference</a>: <a href="http://www.sports-reference.com/cbb/play-index/pgl_finder.cgi?request=1&match=game&year_min=2011&year_max=2017&school_id=&opp_id=&person_id=&is_range=N&game_type=A&game_month=&game_location=&game_result=&game_num_min=&game_num_max=&is_starter=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&c1stat=&c1comp=&c1val=&c2stat=&c2comp=&c2val=&c3stat=&c3comp=&c3val=&c4stat=&c4comp=&c4val=&is_dbl_dbl=&is_trp_dbl=&order_by=pts&order_by_asc=&offset=574900&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats">View Original Table</a><br>Generated 3/15/2017.
