Rk,Player,Pos,Date,Schl,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
567101,Braxton Ogbueze\braxton-ogbueze-1,G,2013-02-09,Florida,,Mississippi State,W,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
567102,Kadeem Pantophlet\kadeem-pantophlet-1,F,2013-02-09,Duquesne,,Xavier,L,0,13,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,0,1,0,0,2,2,0.5
567103,Wendell Faines\wendell-faines-1,F,2013-02-09,Idaho,@,Denver,L,1,17,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,1,1,0,0,0,2,3.4
567104,Westin Hill\westin-hill-1,G,2013-02-09,Idaho,@,Denver,L,0,2,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,1.0
567105,Marcus Byrd\marcus-byrd-1,F,2013-02-09,Denver,,Idaho,W,0,13,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,1,2,1,0,1,2,1,2,1.0
567106,Joe Kammerer\joe-kammerer-1,C,2013-02-09,Idaho,@,Denver,L,0,13,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,1,0,2,0.7
567107,Dalton Pepper\dalton-pepper-1,G,2013-02-09,Temple,@,Dayton,W,0,15,1,6,.167,1,3,.333,0,3,.000,0,0,,0,2,2,1,1,1,0,2,2,0.4
567108,Mason Archie\mason-archie-1,G,2013-02-09,Davidson,,Appalachian State,W,0,2,0,3,.000,0,3,.000,0,0,,2,2,1.000,2,0,2,0,0,0,1,0,2,0.3
567109,Ali Mackay\ali-mackay-1,F,2013-02-09,Davidson,,Appalachian State,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,1,2,2.3
567110,John Wilkins\john-wilkins-1,G,2013-02-09,Illinois State,@,Creighton,W,1,23,1,2,.500,1,1,1.000,0,1,.000,0,0,,3,2,5,1,0,0,2,4,2,0.8
567111,Austin Chatman\austin-chatman-1,G,2013-02-09,Creighton,,Illinois State,L,1,23,1,5,.200,1,5,.200,0,0,,0,0,,1,0,1,2,0,0,0,4,2,-0.6
567112,Zach Burnham\zach-burnham-1,F,2013-02-09,Coppin State,,Morgan State,L,1,19,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,0,0,1,1,4,2,-1.6
567113,Ludovic Ndaye\ludovic-ndaye-1,F,2013-02-09,Cleveland State,,Valparaiso,L,0,8,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,1,3,2,-0.2
567114,Trey Zeigler\trey-zeigler-1,G,2013-02-09,Pittsburgh,@,Cincinnati,W,0,15,1,3,.333,1,3,.333,0,0,,0,1,.000,1,1,2,2,0,0,1,4,2,-0.3
567115,Davis Rozitis\davis-rozitis-1,C,2012-03-08,Hawaii,,Idaho,W,0,15,1,3,.333,1,3,.333,0,0,,0,0,,1,3,4,0,0,0,0,4,2,0.3
567116,Mike McChristian\mike-mcchristian-1,G,2012-03-08,Idaho,,Hawaii,L,0,17,1,1,1.000,1,1,1.000,0,0,,0,0,,0,4,4,3,1,0,1,2,2,4.2
567117,Wendell Faines\wendell-faines-1,F,2012-03-08,Idaho,,Hawaii,L,0,5,0,0,,0,0,,0,0,,2,3,.667,1,1,2,0,0,0,1,4,2,0.0
567118,P.J. Miller\pj-miller-1,G,2012-03-08,NJIT,,Houston Baptist,W,1,23,0,3,.000,0,3,.000,0,0,,2,4,.500,1,0,1,2,2,0,2,2,2,0.4
567119,Sean McCarthy\sean-mccarthy-2,C,2012-03-08,NJIT,,Houston Baptist,W,0,2,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,0,0,0,1,1,2,0.9
567120,Nnanna Egwu\nnanna-egwu-1,F,2012-03-08,Illinois,,Iowa,L,0,11,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,0,1,2,0.6
567121,Jonathan Graham\jonathan-graham-1,F,2012-03-08,Penn State,,Indiana,L,1,23,1,5,.200,1,5,.200,0,0,,0,1,.000,3,4,7,1,0,2,0,3,2,2.7
