,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
73901,2011-12-28,Bradley,,Wichita State,L 51-90,200,14,55,.255,11,41,.268,3,14,.214,20,29,.690,51
73902,2011-12-28,Portland,@,Gonzaga,L 51-90,200,19,64,.297,15,44,.341,4,20,.200,9,15,.600,51
73903,2011-12-28,Morehead State,@,Southeast Missouri State,L 51-67,200,19,47,.404,15,27,.556,4,20,.200,9,14,.643,51
73904,2011-12-30,Binghamton,,Manhattan,L 51-94,200,15,50,.300,12,35,.343,3,15,.200,18,30,.600,51
73905,2011-12-30,Delaware State,@,Georgia,L 51-58,200,18,48,.375,8,24,.333,10,24,.417,5,13,.385,51
73906,2011-12-30,Vermont,,Northeastern,L 51-53,200,18,46,.391,15,34,.441,3,12,.250,12,18,.667,51
73907,2011-12-31,Arizona State,@,Arizona,L 51-68,200,18,50,.360,14,35,.400,4,15,.267,11,15,.733,51
73908,2011-12-31,Stanford,,Southern California,W 51-43,200,18,44,.409,14,32,.438,4,12,.333,11,12,.917,51
73909,2012-01-01,Marshall,,Akron,L 51-67,200,22,58,.379,20,47,.426,2,11,.182,5,16,.313,51
73910,2012-01-03,Arkansas-Little Rock,N,Kentucky,L 51-73,200,19,61,.311,13,44,.295,6,17,.353,7,10,.700,51
73911,2012-01-03,South Carolina State,@,South Carolina,L 51-79,200,18,52,.346,15,37,.405,3,15,.200,12,23,.522,51
73912,2012-01-04,Tennessee,@,Memphis,L 51-69,200,21,58,.362,16,37,.432,5,21,.238,4,7,.571,51
73913,2012-01-07,Miami (FL),@,Virginia,L 51-52,200,18,51,.353,13,34,.382,5,17,.294,10,13,.769,51
73914,2012-01-08,Fairfield,@,Manhattan,L 51-53,200,16,50,.320,13,30,.433,3,20,.150,16,20,.800,51
73915,2012-01-11,Texas A&M,@,Texas,L 51-61,200,19,48,.396,14,31,.452,5,17,.294,8,16,.500,51
73916,2012-01-12,Chattanooga,,Wofford,W 51-48,200,19,48,.396,17,30,.567,2,18,.111,11,20,.550,51
73917,2012-01-12,Louisiana-Monroe,,Arkansas-Little Rock,L 51-72,200,21,58,.362,16,41,.390,5,17,.294,4,8,.500,51
73918,2012-01-13,Kennesaw State,@,Mercer,L 51-81,200,19,53,.358,16,35,.457,3,18,.167,10,14,.714,51
73919,2012-01-14,Eastern Michigan,@,Ball State,W 51-48,200,19,40,.475,14,31,.452,5,9,.556,8,11,.727,51
73920,2012-01-14,Loyola (IL),@,Illinois-Chicago,L 51-58,200,17,42,.405,15,31,.484,2,11,.182,15,18,.833,51
73921,2012-01-14,Buffalo,@,Miami (OH),L 51-52,200,19,39,.487,18,29,.621,1,10,.100,12,16,.750,51
73922,2012-01-14,Fairleigh Dickinson,@,St. Francis (NY),L 51-62,200,20,50,.400,17,37,.459,3,13,.231,8,14,.571,51
73923,2012-01-16,Texas Southern,@,Jackson State,L 51-54,200,19,41,.463,17,28,.607,2,13,.154,11,22,.500,51
73924,2012-01-16,Texas A&M,@,Missouri,L 51-70,200,17,48,.354,12,36,.333,5,12,.417,12,15,.800,51
73925,2012-01-17,Winthrop,,Campbell,L 51-54,200,17,57,.298,12,35,.343,5,22,.227,12,22,.545,51
73926,2012-01-19,Bryant,@,Central Connecticut State,L 51-69,200,19,59,.322,14,34,.412,5,25,.200,8,11,.727,51
73927,2012-01-19,Utah,,Arizona,L 51-77,200,19,47,.404,15,31,.484,4,16,.250,9,18,.500,51
73928,2012-01-21,Missouri State,@,Bradley,W 51-48,200,17,49,.347,13,37,.351,4,12,.333,13,17,.765,51
