,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
39801,2011-12-03,Fairleigh Dickinson,@,Saint Francis (PA),L 69-73,200,28,49,.571,23,40,.575,5,9,.556,8,14,.571,69
39802,2011-12-03,Texas,@,UCLA,W 69-59,200,29,53,.547,22,34,.647,7,19,.368,4,7,.571,69
39803,2011-12-03,North Carolina-Greensboro,@,Western Carolina,L 69-73,200,24,55,.436,17,37,.459,7,18,.389,14,20,.700,69
39804,2011-12-04,Southern Methodist,@,Arkansas-Little Rock,W 69-63 (OT),225,22,44,.500,13,22,.591,9,22,.409,16,22,.727,69
39805,2011-12-04,Baylor,@,Northwestern,W 69-41,200,29,48,.604,25,30,.833,4,18,.222,7,12,.583,69
39806,2011-12-04,Kansas State,@,Virginia Tech,W 69-61,200,23,55,.418,20,42,.476,3,13,.231,20,33,.606,69
39807,2011-12-05,Detroit Mercy,,St. John's (NY),W 69-63,200,23,48,.479,18,30,.600,5,18,.278,18,26,.692,69
39808,2011-12-06,Monmouth,@,Navy,W 69-67,200,29,50,.580,24,35,.686,5,15,.333,6,9,.667,69
39809,2011-12-06,Texas Tech,@,Texas Christian,L 69-75,200,24,44,.545,22,36,.611,2,8,.250,19,24,.792,69
39810,2011-12-06,Youngstown State,,Fredonia State,W 69-35,200,29,57,.509,20,33,.606,9,24,.375,2,7,.286,69
39811,2011-12-07,Nevada,@,Arizona State,W 69-61,200,19,45,.422,13,32,.406,6,13,.462,25,33,.758,69
39812,2011-12-07,New Hampshire,@,Brown,W 69-56,200,23,49,.469,15,31,.484,8,18,.444,15,27,.556,69
39813,2011-12-07,DePaul,@,Loyola (IL),W 69-58,200,24,55,.436,18,33,.545,6,22,.273,15,22,.682,69
39814,2011-12-07,Central Connecticut State,@,Michigan State,L 69-89,200,23,66,.348,14,38,.368,9,28,.321,14,19,.737,69
39815,2011-12-07,Pennsylvania,,Delaware,W 69-60,200,21,57,.368,14,36,.389,7,21,.333,20,23,.870,69
39816,2011-12-09,Rider,N,Florida,L 69-90,200,28,57,.491,20,38,.526,8,19,.421,5,10,.500,69
39817,2011-12-10,Cleveland State,,Akron,W 69-66,200,26,57,.456,18,38,.474,8,19,.421,9,10,.900,69
39818,2011-12-10,Minnesota,,Saint Peter's,W 69-47,200,24,52,.462,20,40,.500,4,12,.333,17,27,.630,69
39819,2011-12-10,Pacific,@,San Francisco,L 69-79,200,25,56,.446,16,36,.444,9,20,.450,10,13,.769,69
39820,2011-12-10,Southeast Missouri State,,Missouri-Kansas City,L 69-74,200,26,58,.448,23,44,.523,3,14,.214,14,21,.667,69
39821,2011-12-10,Nebraska,@,Texas Christian,W 69-57,200,24,47,.511,18,33,.545,6,14,.429,15,18,.833,69
39822,2011-12-10,Wagner,,Lehigh,L 69-70,200,27,53,.509,23,38,.605,4,15,.267,11,13,.846,69
39823,2011-12-10,Wofford,,Virginia Wise,W 69-66,200,23,56,.411,19,42,.452,4,14,.286,19,25,.760,69
39824,2011-12-11,New Mexico State,@,Texas-El Paso,L 69-73,200,21,47,.447,11,26,.423,10,21,.476,17,32,.531,69
39825,2011-12-13,Green Bay,,Michigan Tech,W 69-61,200,22,54,.407,18,42,.429,4,12,.333,21,26,.808,69
39826,2011-12-14,Baylor,,Bethune-Cookman,W 69-42,200,28,50,.560,22,39,.564,6,11,.545,7,15,.467,69
39827,2011-12-14,Citadel,,Charleston Southern,L 69-88,200,30,68,.441,24,54,.444,6,14,.429,3,11,.273,69
