,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
13401,2014-02-15,Fairleigh Dickinson,,Saint Francis (PA),L 82-89,200,27,68,.397,18,45,.400,9,23,.391,19,24,.792,82
13402,2014-02-15,Florida A&M,,Coppin State,W 82-71,200,32,68,.471,22,42,.524,10,26,.385,8,13,.615,82
13403,2014-02-15,Iowa,@,Penn State,W 82-70,200,22,55,.400,15,36,.417,7,19,.368,31,40,.775,82
13404,2014-02-15,Purdue,,Indiana,W 82-64,200,25,52,.481,15,34,.441,10,18,.556,22,29,.759,82
13405,2014-02-15,Richmond,,Fordham,W 82-70,200,27,52,.519,18,28,.643,9,24,.375,19,24,.792,82
13406,2014-02-16,Western Carolina,@,North Carolina-Greensboro,W 82-77 (OT),225,25,57,.439,18,39,.462,7,18,.389,25,31,.806,82
13407,2014-02-16,St. John's (NY),,Georgetown,W 82-60,200,27,47,.574,21,33,.636,6,14,.429,22,30,.733,82
13408,2014-02-18,Villanova,@,Providence,W 82-79 (2OT),250,29,64,.453,20,36,.556,9,28,.321,15,24,.625,82
13409,2014-02-19,North Carolina-Asheville,,Charleston Southern,W 82-71,200,26,59,.441,19,41,.463,7,18,.389,23,30,.767,82
13410,2014-02-20,Belmont,,Eastern Illinois,W 82-63,200,30,52,.577,17,27,.630,13,25,.520,9,12,.750,82
13411,2014-02-20,Seton Hall,,Georgetown,W 82-67,200,27,49,.551,19,32,.594,8,17,.471,20,27,.741,82
13412,2014-02-21,Yale,@,Cornell,W 82-65,200,26,49,.531,21,37,.568,5,12,.417,25,34,.735,82
13413,2014-02-22,Colorado State,,Wyoming,W 82-67,200,30,59,.508,23,44,.523,7,15,.467,15,20,.750,82
13414,2014-02-22,South Carolina Upstate,@,Jacksonville,L 82-88,200,31,68,.456,21,40,.525,10,28,.357,10,15,.667,82
13415,2014-02-22,Memphis,,Temple,W 82-79 (OT),225,35,61,.574,32,47,.681,3,14,.214,9,21,.429,82
13416,2014-02-26,Radford,,Campbell,W 82-78,200,28,53,.528,18,34,.529,10,19,.526,16,22,.727,82
13417,2014-02-27,Cal State Fullerton,,Cal State Northridge,W 82-81,200,28,53,.528,20,36,.556,8,17,.471,18,31,.581,82
13418,2014-02-27,Georgia Southern,@,Furman,W 82-73,200,27,51,.529,18,31,.581,9,20,.450,19,26,.731,82
13419,2014-02-27,Long Island University,,Central Connecticut State,L 82-86 (OT),225,30,75,.400,21,51,.412,9,24,.375,13,18,.722,82
13420,2014-02-27,North Dakota State,,South Dakota,W 82-54,200,30,58,.517,19,39,.487,11,19,.579,11,18,.611,82
13421,2014-03-01,San Diego State,@,Fresno State,W 82-67,200,27,45,.600,18,30,.600,9,15,.600,19,30,.633,82
13422,2014-03-01,Hofstra,,James Madison,W 82-71,200,27,57,.474,21,38,.553,6,19,.316,22,32,.688,82
13423,2014-03-01,Jackson State,,Mississippi Valley State,W 82-64,200,32,70,.457,28,61,.459,4,9,.444,14,18,.778,82
13424,2014-03-01,Montana,,Southern Utah,W 82-54,200,30,54,.556,19,31,.613,11,23,.478,11,18,.611,82
13425,2014-03-01,Winthrop,,Presbyterian,W 82-60,200,27,55,.491,16,35,.457,11,20,.550,17,23,.739,82
13426,2014-03-02,Binghamton,,Vermont,L 82-92 (OT),225,18,52,.346,12,35,.343,6,17,.353,40,49,.816,82
13427,2014-03-05,Tennessee,@,Auburn,W 82-54,200,28,57,.491,20,34,.588,8,23,.348,18,20,.900,82
