,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
72901,2011-11-11,Central Arkansas,@,Stanford,L 52-91,200,19,48,.396,18,33,.545,1,15,.067,13,28,.464,52
72902,2011-11-12,San Jose State,@,Cal Poly,L 52-79,200,12,42,.286,9,28,.321,3,14,.214,25,32,.781,52
72903,2011-11-13,Texas-El Paso,,UC-Riverside,W 52-41,200,18,47,.383,11,28,.393,7,19,.368,9,12,.750,52
72904,2011-11-13,Southeastern Louisiana,@,Tulsa,L 52-67,200,20,56,.357,13,33,.394,7,23,.304,5,8,.625,52
72905,2011-11-14,Delaware State,@,Georgia Tech,L 52-70,200,22,53,.415,17,33,.515,5,20,.250,3,5,.600,52
72906,2011-11-14,Western Kentucky,,Tennessee State,W 52-49,200,19,46,.413,14,27,.519,5,19,.263,9,12,.750,52
72907,2011-11-15,Brown,N,Manhattan,L 52-54,200,18,42,.429,12,23,.522,6,19,.316,10,15,.667,52
72908,2011-11-15,Southern Methodist,N,Fresno State,L 52-54,200,19,44,.432,14,25,.560,5,19,.263,9,13,.692,52
72909,2011-11-15,Saint Peter's,,Robert Morris,L 52-69,200,19,44,.432,13,24,.542,6,20,.300,8,19,.421,52
72910,2011-11-15,Colorado State,@,Stanford,L 52-64,200,21,62,.339,17,46,.370,4,16,.250,6,12,.500,52
72911,2011-11-17,Southern Mississippi,@,Denver,L 52-59,200,18,57,.316,15,44,.341,3,13,.231,13,19,.684,52
72912,2011-11-17,Niagara,@,Missouri,L 52-83,200,20,58,.345,15,32,.469,5,26,.192,7,10,.700,52
72913,2011-11-17,Idaho,@,Montana,L 52-57,200,17,49,.347,13,35,.371,4,14,.286,14,22,.636,52
72914,2011-11-18,Maryland-Eastern Shore,@,Tulane,L 52-73,200,15,50,.300,10,30,.333,5,20,.250,17,24,.708,52
72915,2011-11-19,Hartford,@,Brown,L 52-59,200,21,54,.389,14,23,.609,7,31,.226,3,6,.500,52
72916,2011-11-19,Green Bay,,Wyoming,W 52-44,200,18,57,.316,13,42,.310,5,15,.333,11,17,.647,52
72917,2011-11-20,Holy Cross,@,Fairfield,L 52-73,200,20,56,.357,16,37,.432,4,19,.211,8,13,.615,52
72918,2011-11-20,Old Dominion,N,Kentucky,L 52-62,200,18,56,.321,13,41,.317,5,15,.333,11,17,.647,52
72919,2011-11-20,Hampton,@,Rutgers,L 52-66,200,15,41,.366,9,23,.391,6,18,.333,16,24,.667,52
72920,2011-11-21,Drake,N,Virginia,L 52-60,200,16,41,.390,14,31,.452,2,10,.200,18,23,.783,52
72921,2011-11-22,Austin Peay,N,George Washington,L 52-54,200,20,58,.345,16,44,.364,4,14,.286,8,13,.615,52
72922,2011-11-22,Cal Poly,@,Nevada-Las Vegas,L 52-75,200,20,63,.317,12,40,.300,8,23,.348,4,5,.800,52
72923,2011-11-23,Sam Houston State,N,Niagara,L 52-59,200,18,49,.367,13,30,.433,5,19,.263,11,17,.647,52
72924,2011-11-23,Wright State,@,North Florida,L 52-69,200,20,53,.377,14,34,.412,6,19,.316,6,8,.750,52
72925,2011-11-30,Northern Arizona,N,Brigham Young,L 52-87,200,20,53,.377,15,36,.417,5,17,.294,7,14,.500,52
72926,2011-12-01,Kennesaw State,@,Belmont,L 52-98,200,20,50,.400,14,31,.452,6,19,.316,6,17,.353,52
72927,2011-12-01,St. Bonaventure,,Arkansas State,L 52-58,200,20,51,.392,15,32,.469,5,19,.263,7,15,.467,52
72928,2011-12-03,Utah,@,Fresno State,L 52-82,200,17,49,.347,12,31,.387,5,18,.278,13,21,.619,52
