,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
31401,2015-12-03,Cal Poly,,IPFW,L 73-75,200,27,61,.443,20,44,.455,7,17,.412,12,20,.600,73
31402,2015-12-04,Arkansas State,,North Dakota State,L 73-74,200,26,56,.464,22,43,.512,4,13,.308,17,19,.895,73
31403,2015-12-04,Southern,@,Southeastern Louisiana,W 73-69,200,26,53,.491,16,36,.444,10,17,.588,11,24,.458,73
31404,2015-12-05,Brigham Young,,Weber State,W 73-68,200,30,52,.577,24,38,.632,6,14,.429,7,13,.538,73
31405,2015-12-05,Northeastern,@,Detroit Mercy,L 73-76,200,25,44,.568,14,23,.609,11,21,.524,12,18,.667,73
31406,2015-12-05,Northern Kentucky,@,Eastern Illinois,L 73-79 (OT),225,28,67,.418,23,41,.561,5,26,.192,12,18,.667,73
31407,2015-12-05,Nebraska,,Abilene Christian,W 73-63,200,21,49,.429,17,33,.515,4,16,.250,27,36,.750,73
31408,2015-12-07,East Carolina,@,College of Charleston,L 73-77,200,29,63,.460,24,47,.511,5,16,.313,10,22,.455,73
31409,2015-12-07,Sacramento State,,Incarnate Word,W 73-70,200,28,57,.491,20,35,.571,8,22,.364,9,14,.643,73
31410,2015-12-07,San Diego State,,Biola,W 73-53,200,26,49,.531,22,34,.647,4,15,.267,17,23,.739,73
31411,2015-12-08,Northern Iowa,@,George Mason,W 73-65,200,24,57,.421,14,31,.452,10,26,.385,15,20,.750,73
31412,2015-12-08,Bucknell,@,Mount St. Mary's,L 73-81,199,28,62,.452,21,45,.467,7,17,.412,10,15,.667,73
31413,2015-12-09,Pennsylvania,,Temple,L 73-77,200,29,55,.527,19,25,.760,10,30,.333,5,7,.714,73
31414,2015-12-10,Kent State,,Louisiana-Monroe,W 73-62,200,22,54,.407,16,39,.410,6,15,.400,23,31,.742,73
31415,2015-12-11,Texas Christian,,Prairie View,W 73-55,200,22,46,.478,18,31,.581,4,15,.267,25,38,.658,73
31416,2015-12-12,Nevada-Las Vegas,@,UC-Riverside,W 73-62,200,27,66,.409,23,51,.451,4,15,.267,15,26,.577,73
31417,2015-12-12,Gardner-Webb,@,Furman,W 73-53,200,28,49,.571,20,31,.645,8,18,.444,9,12,.750,73
31418,2015-12-12,Lamar,@,Liberty,W 73-58,200,29,58,.500,24,45,.533,5,13,.385,10,14,.714,73
31419,2015-12-12,Oral Roberts,@,Oklahoma,L 73-96,200,28,64,.438,21,43,.488,7,21,.333,10,14,.714,73
31420,2015-12-12,Sacramento State,@,Portland,L 73-81,200,23,58,.397,16,35,.457,7,23,.304,20,24,.833,73
31421,2015-12-12,Santa Clara,,Pacific Union,W 73-66,200,24,66,.364,19,43,.442,5,23,.217,20,26,.769,73
31422,2015-12-12,UC-Irvine,@,Utah State,W 73-63,200,28,58,.483,21,40,.525,7,18,.389,10,13,.769,73
31423,2015-12-13,Seattle,@,Alabama-Birmingham,L 73-79,200,27,51,.529,18,34,.529,9,17,.529,10,11,.909,73
31424,2015-12-13,Monmouth,,Wagner,W 73-54,200,25,49,.510,17,33,.515,8,16,.500,15,18,.833,73
31425,2015-12-13,Northern Colorado,,Colorado State,W 73-64,200,24,48,.500,16,30,.533,8,18,.444,17,27,.630,73
31426,2015-12-14,North Carolina Central,@,Marshall,L 73-92,200,28,63,.444,22,53,.415,6,10,.600,11,18,.611,73
31427,2015-12-15,Florida Atlantic,@,Eastern Kentucky,L 73-80,200,27,65,.415,22,47,.468,5,18,.278,14,16,.875,73
