,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
31601,2016-02-11,Rice,@,Charlotte,L 73-102,200,31,61,.508,22,40,.550,9,21,.429,2,7,.286,73
31602,2016-02-11,Texas-San Antonio,@,Florida Atlantic,L 73-79,200,28,61,.459,23,47,.489,5,14,.357,12,20,.600,73
31603,2016-02-11,Idaho,,Northern Colorado,W 73-67,200,20,42,.476,12,28,.429,8,14,.571,25,30,.833,73
31604,2016-02-11,Long Beach State,,Cal Poly,W 73-70,200,23,45,.511,15,30,.500,8,15,.533,19,37,.514,73
31605,2016-02-11,Arkansas State,@,Louisiana-Lafayette,L 73-83,200,25,57,.439,18,41,.439,7,16,.438,16,17,.941,73
31606,2016-02-11,Louisiana Tech,,Middle Tennessee,W 73-63,200,26,48,.542,22,31,.710,4,17,.235,17,31,.548,73
31607,2016-02-12,Brown,@,Harvard,L 73-79,200,22,50,.440,14,28,.500,8,22,.364,21,32,.656,73
31608,2016-02-13,Tulsa,@,Connecticut,L 73-75,200,25,52,.481,16,30,.533,9,22,.409,14,25,.560,73
31609,2016-02-13,Arkansas State,@,Louisiana-Monroe,L 73-78 (OT),225,29,61,.475,22,42,.524,7,19,.368,8,13,.615,73
31610,2016-02-13,Boston University,@,Loyola (MD),W 73-65,200,26,58,.448,19,40,.475,7,18,.389,14,14,1.000,73
31611,2016-02-13,Marist,,Manhattan,L 73-81,200,24,57,.421,17,37,.459,7,20,.350,18,26,.692,73
31612,2016-02-13,Southern Utah,@,Montana State,L 73-80,200,24,52,.462,16,34,.471,8,18,.444,17,23,.739,73
31613,2016-02-13,Morgan State,@,Norfolk State,L 73-79,200,29,72,.403,24,54,.444,5,18,.278,10,19,.526,73
31614,2016-02-13,Villanova,,St. John's (NY),W 73-63,200,23,52,.442,19,33,.576,4,19,.211,23,27,.852,73
31615,2016-02-13,West Virginia,,Texas Christian,W 73-42,200,24,64,.375,20,48,.417,4,16,.250,21,34,.618,73
31616,2016-02-14,Loyola (IL),,Evansville,L 73-74,200,26,58,.448,19,38,.500,7,20,.350,14,17,.824,73
31617,2016-02-15,Marist,@,Fairfield,L 73-76,200,25,54,.463,17,35,.486,8,19,.421,15,24,.625,73
31618,2016-02-15,Virginia,,North Carolina State,W 73-53,200,29,54,.537,19,36,.528,10,18,.556,5,6,.833,73
31619,2016-02-15,Wright State,,Oakland,L 73-89,200,23,57,.404,17,41,.415,6,16,.375,21,27,.778,73
31620,2016-02-16,Ball State,@,Miami (OH),W 73-56,200,23,48,.479,16,31,.516,7,17,.412,20,26,.769,73
31621,2016-02-17,Memphis,,Central Florida,W 73-56,200,24,56,.429,19,38,.500,5,18,.278,20,27,.741,73
31622,2016-02-17,North Carolina,,Duke,L 73-74,200,30,70,.429,29,57,.509,1,13,.077,12,15,.800,73
31623,2016-02-18,Houston Baptist,,Abilene Christian,W 73-71,200,25,48,.521,19,40,.475,6,8,.750,17,27,.630,73
31624,2016-02-18,Southern Mississippi,@,Texas-El Paso,L 73-78,200,28,59,.475,19,31,.613,9,28,.321,8,9,.889,73
31625,2016-02-18,UCLA,,Utah,L 73-75,200,29,61,.475,18,38,.474,11,23,.478,4,5,.800,73
31626,2016-02-20,Bradley,,Drake,W 73-70,200,26,54,.481,21,36,.583,5,18,.278,16,24,.667,73
31627,2016-02-20,Columbia,,Dartmouth,W 73-54,200,24,54,.444,15,25,.600,9,29,.310,16,17,.941,73
31628,2016-02-20,Marquette,@,DePaul,W 73-60,200,26,51,.510,19,34,.559,7,17,.412,14,22,.636,73
