,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
10501,2013-01-12,Northern Iowa,,Bradley,W 84-53,200,30,52,.577,15,26,.577,15,26,.577,9,12,.750,84
10502,2013-01-12,Southern,,Arkansas-Pine Bluff,W 84-50,200,33,60,.550,22,33,.667,11,27,.407,7,9,.778,84
10503,2013-01-12,Texas Southern,,Jackson State,W 84-57,200,31,59,.525,20,33,.606,11,26,.423,11,13,.846,84
10504,2013-01-18,Iona,,Fairfield,W 84-73,200,27,64,.422,18,44,.409,9,20,.450,21,31,.677,84
10505,2013-01-19,Cal State Bakersfield,,Nebraska-Omaha,W 84-79,200,28,52,.538,17,28,.607,11,24,.458,17,26,.654,84
10506,2013-01-22,North Carolina State,@,Wake Forest,L 84-86,200,34,70,.486,32,61,.525,2,9,.222,14,25,.560,84
10507,2013-01-24,UCLA,@,Arizona,W 84-73,200,32,67,.478,29,59,.492,3,8,.375,17,29,.586,84
10508,2013-01-24,Robert Morris,@,Saint Francis (PA),W 84-70,200,31,56,.554,18,29,.621,13,27,.481,9,13,.692,84
10509,2013-01-26,Duke,,Maryland,W 84-64,200,33,63,.524,22,41,.537,11,22,.500,7,17,.412,84
10510,2013-01-26,North Carolina Central,,Coppin State,W 84-75,200,32,58,.552,26,36,.722,6,22,.273,14,18,.778,84
10511,2013-01-26,Saint Mary's (CA),,Pepperdine,W 84-72,200,29,54,.537,21,37,.568,8,17,.471,18,22,.818,84
10512,2013-01-28,Utah Valley,,Peru State,W 84-49,200,31,64,.484,23,47,.489,8,17,.471,14,23,.609,84
10513,2013-01-29,Minnesota,,Nebraska,W 84-65,200,32,59,.542,28,47,.596,4,12,.333,16,23,.696,84
10514,2013-01-31,Tennessee State,,Tennessee Tech,W 84-65,200,26,61,.426,23,45,.511,3,16,.188,29,36,.806,84
10515,2013-01-31,Wagner,,Sacred Heart,W 84-78 (OT),225,29,66,.439,23,50,.460,6,16,.375,20,31,.645,84
10516,2013-02-02,Jackson State,@,Alcorn State,W 84-71,200,20,53,.377,16,38,.421,4,15,.267,40,51,.784,84
10517,2013-02-02,Citadel,@,Furman,W 84-79,200,30,53,.566,23,40,.575,7,13,.538,17,27,.630,84
10518,2013-02-02,Houston,@,Southern Methodist,W 84-80 (OT),225,27,50,.540,19,33,.576,8,17,.471,22,27,.815,84
10519,2013-02-02,Texas Southern,,Prairie View,W 84-48,200,29,52,.558,15,26,.577,14,26,.538,12,19,.632,84
10520,2013-02-07,Bryant,,St. Francis (NY),W 84-77,200,31,59,.525,24,39,.615,7,20,.350,15,17,.882,84
10521,2013-02-07,Florida International,,Florida Atlantic,W 84-65,200,34,72,.472,28,52,.538,6,20,.300,10,17,.588,84
10522,2013-02-07,Saint Mary's (CA),@,Santa Clara,W 84-63,200,30,54,.556,18,34,.529,12,20,.600,12,14,.857,84
10523,2013-02-09,Louisiana Tech,,Texas State,W 84-69,200,29,65,.446,21,40,.525,8,25,.320,18,20,.900,84
10524,2013-02-10,Evansville,,Drake,W 84-78 (OT),225,26,66,.394,19,47,.404,7,19,.368,25,29,.862,84
10525,2013-02-11,Delaware State,@,Hampton,L 84-85 (2OT),250,29,66,.439,23,49,.469,6,17,.353,20,32,.625,84
10526,2013-02-14,Florida Atlantic,,Western Kentucky,W 84-78,200,26,44,.591,17,27,.630,9,17,.529,23,28,.821,84
10527,2013-02-14,Mount St. Mary's,,Bryant,W 84-70,200,28,55,.509,11,22,.500,17,33,.515,11,16,.688,84
