,,,,,,,School,,,,,,,,,,,,
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
5301,2016-11-11,Lamar,,Howard Payne,W 90-47,200,31,61,.508,23,36,.639,8,25,.320,20,33,.606,90
5302,2016-11-11,Massachusetts,,Massachusetts-Lowell,W 90-76,200,29,69,.420,24,44,.545,5,25,.200,27,35,.771,90
5303,2016-11-11,Eastern Michigan,@,Pittsburgh,L 90-93 (2OT),250,33,77,.429,28,56,.500,5,21,.238,19,23,.826,90
5304,2016-11-11,Western Michigan,,Marygrove,W 90-74,200,31,79,.392,27,52,.519,4,27,.148,24,42,.571,90
5305,2016-11-12,Idaho,,Corban,W 90-67,200,32,65,.492,24,51,.471,8,14,.571,18,23,.783,90
5306,2016-11-12,Youngstown State,,Akron,W 90-82,200,33,65,.508,22,38,.579,11,27,.407,13,18,.722,90
5307,2016-11-13,Washington,,Yale,L 90-98,200,33,56,.589,25,36,.694,8,20,.400,16,26,.615,90
5308,2016-11-14,Arkansas,,Southern Illinois,W 90-65,200,30,61,.492,17,38,.447,13,23,.565,17,21,.810,90
5309,2016-11-14,Mississippi,,Massachusetts,W 90-88,200,26,64,.406,21,49,.429,5,15,.333,33,46,.717,90
5310,2016-11-14,Central Arkansas,@,Oklahoma State,L 90-102,201,28,60,.467,22,50,.440,6,10,.600,28,39,.718,90
5311,2016-11-15,Charleston Southern,,Columbia International,W 90-53,200,34,69,.493,28,48,.583,6,21,.286,16,29,.552,90
5312,2016-11-15,George Mason,,Lebanon Valley,W 90-65,200,36,69,.522,33,51,.647,3,18,.167,15,24,.625,90
5313,2016-11-15,Sacred Heart,,Hofstra,W 90-86,200,33,67,.493,26,46,.565,7,21,.333,17,19,.895,90
5314,2016-11-15,Syracuse,,Holy Cross,W 90-46,200,33,57,.579,20,32,.625,13,25,.520,11,13,.846,90
5315,2016-11-16,Maryland-Baltimore County,,Delaware State,W 90-68,200,33,61,.541,23,40,.575,10,21,.476,14,18,.778,90
5316,2016-11-18,Saint Peter's,N,Lipscomb,W 90-77,200,22,49,.449,13,28,.464,9,21,.429,37,51,.725,90
5317,2016-11-19,Belmont,,Western Kentucky,W 90-69,200,36,62,.581,20,28,.714,16,34,.471,2,4,.500,90
5318,2016-11-19,Fairleigh Dickinson,N,Lipscomb,W 90-72,200,30,55,.545,23,41,.561,7,14,.500,23,32,.719,90
5319,2016-11-19,Texas Tech,,Eastern Kentucky,W 90-71,200,29,49,.592,22,38,.579,7,11,.636,25,30,.833,90
5320,2016-11-21,Bradley,N,Hofstra,L 90-92,200,33,55,.600,21,35,.600,12,20,.600,12,19,.632,90
5321,2016-11-21,Connecticut,N,Oklahoma State,L 90-98,200,25,53,.472,14,31,.452,11,22,.500,29,42,.690,90
5322,2016-11-22,Virginia,,Grambling,W 90-34,200,33,60,.550,19,26,.731,14,34,.412,10,14,.714,90
5323,2016-11-25,New Orleans,,Florida College,W 90-63,200,33,55,.600,28,39,.718,5,16,.313,19,29,.655,90
5324,2016-11-25,North Carolina-Greensboro,,Belmont Abbey,W 90-54,200,37,73,.507,26,38,.684,11,35,.314,5,12,.417,90
5325,2016-11-25,Seton Hall,N,Quinnipiac,W 90-79,200,30,60,.500,27,47,.574,3,13,.231,27,35,.771,90
5326,2016-11-26,Bowling Green State,,Morgan State,W 90-58,200,32,64,.500,24,41,.585,8,23,.348,18,25,.720,90
5327,2016-11-26,Florida A&M,,Stetson,L 90-98,200,35,78,.449,29,61,.475,6,17,.353,14,15,.933,90
